entity,type
Ahil Ahmed,POL
Chandrasekar,POL
Rajgarh,GPE
Tiruchi Shiva,POL
Chaudhary,PERSON
Bangiya Pradeshik Krishak Sabha,ORG
Pramod Yadav,DIR
Kuppichipalayam village,GPE
Vidya Patel,PERSON
Sunil Kuhrade,PERSON
MC,ORG
Kalia,PERSON
Lok Satta,ORG
the Poultry Farmers and Breeders’ Welfare Association,ORG
Uday Madkaikar,PERSON
Abhishek Jorwal,PERSON
Athar Singh,PERSON
bajra,GPE
S Palanisamy,PERSON
Ramod village,GPE
Sidhupur,GPE
Jegadeesan,PERSON
Raje,PERSON
Teja Sajja,PERSON
Sawant,PERSON
Somavarpet,GPE
S Puviarasan,PERSON
Nagesh Kal,PERSON
Rapria,PERSON
Youth4Farmers,ORG
AK Broiler,ORG
Asansol,GPE
Nagaram,GPE
Medchal-Malkajgiri,GPE
Birmingham,GPE
The Union ministry of surface transport and highways,ORG
Umarhat,GPE
Vikas Aghadi,ORG
CAFO,ORG
the forest department,ORG
Saroj Devi,PERSON
DK Rai,PERSON
Kaiserbagh,GPE
Burra Venugopal Goud,PERSON
Amethi,GPE
Ujhana village,GPE
Kullu,GPE
Hake,PERSON
Suman,POL
Jawaja,GPE
Ganesh Kalbande,PERSON
NTCA,ORG
Ninala Jayasurya,PERSON
Samyunkt Kisan Morcha,ORG
Sundharamoorthi,PERSON
Sumit Sharma,DIR
Beatles,PERSON
MCC,ORG
Kumbakonam,GPE
Titavi,GPE
Sailu,PERSON
Yadlapadu village,GPE
Malkit Kaur,PERSON
State Planning Commission,ORG
Hanan Mohllah,POL
Tukaram Sonawne,PERSON
Bank of India’s,ORG
Juvvadi Madan Mohan Rao,PERSON
OECD,ORG
Paramveer Singh Perry,PERSON
Daskroi,GPE
Ganadhipati Constructions Pvt Ltd,ORG
NSUI,ORG
Ugara,GPE
Anbalagan,POL
Rai tehsil,GPE
Mohammed Ali Shabbir,PERSON
Nidesh Gupta,DIR
Sampurna Nagar Sugar Cooperative Mill,ORG
Kshirsagar,PERSON
Mela Ulur,GPE
Kamal Pant,DIR
Emaar,ORG
Chamandeep,PERSON
Abid Pradhan,PERSON
Pancha Raja,PERSON
Mahatma Gandhi Nagar Vikas Yojana,ORG
WWF,ORG
Khurmar Singh,PERSON
Rabindranath,PERSON
Chinna Devada,GPE
Narnaund,GPE
the PM Kisan Scheme,ORG
Dubbak,GPE
Gurnam Singh,POL
Gurpreet Singh Gopi,PERSON
R J Gohil,PERSON
Kalavti,PERSON
Bharuch Ankleshwar Urban Development Authority,ORG
Bigwara village,GPE
Hapur,GPE
Rafale,ORG
Sahnewal,GPE
Vadipatti,GPE
Haresh Mesuriya,PERSON
the Government Medical College and Hospital,ORG
the Federation of Indian Export Organisations,ORG
PAC,ORG
the Uttar Pradesh Power Corporation Limited,ORG
Pandey,PERSON
Sanjay Tripathi,PERSON
The Banaras Hindu University,ORG
Nitish Kumar,DIR
Palwal,GPE
Suryawanshi,PERSON
Nawab Malik,PERSON
Kharif,GPE
K Manemma,PERSON
East-West Seed India,ORG
Sonu Singh,DIR
Bhuri Singh,PERSON
Malkeet Singh,PERSON
Sikander Shah,PERSON
TRICHY,GPE
Karamjit,PERSON
Annaram,GPE
Jasbir Kaur,DIR
Kadam,PERSON
Devikot,GPE
Pachur,GPE
Mahindra & Mahindra,ORG
Navreet Singh,DIR
MGP,ORG
Foolchand Dheva,PERSON
Gurdeep Singh Dhaliwal,PERSON
the NDCC Bank,ORG
Mapusa Farmers Association,ORG
P Lakshmanan,PERSON
Uttar Pradesh ’s,GPE
O’Brien,PERSON
The National Board of Wildlife,ORG
Diljit Dosanjh,PERSON
the Kisan Morcha,GPE
Katihar,GPE
Dandiganahalli hobli,GPE
Organic India Private Ltd,ORG
Lajja Ram,PERSON
Rattan Mann,PERSON
Sarup Chand Singla,PERSON
RFO,ORG
Jayajirao Suryawanshi,PERSON
Nanu,PERSON
Pudukottai,GPE
Sri Raja Rajeswari Poultry Farm,ORG
K V Rajendra,PERSON
Reldi village,GPE
Manoj Kumar,DIR
Federation of Surat Textile Traders’ Association,ORG
Bharuch Zilla Khedut Samaj,ORG
The Karnataka State Cooperative Marketing Federation,ORG
Turmuri village,GPE
land revenue department,ORG
Kundgaonkhurd,GPE
Chandu,PERSON
the Maharashtra State Cooperative Marketing Committee Federation,ORG
James George,PERSON
Chinnamanaickenpalayam,GPE
Ambadas Danve,PERSON
Bhamboli,GPE
Telangana State Planning Board,ORG
Karuthapuliampatti,GPE
Sahitya Akademi Yuva Puraskar,ORG
Dharuhera,GPE
Narasipuram,GPE
Mahesh Manjrekar,PERSON
PM-Kisan,ORG
Dharhara,GPE
S Batth,PERSON
Meharban,GPE
Sachin Suroshe,PERSON
Bhartiya Kisan Uni,ORG
College of Basic Sciences,ORG
Chaudharywas,GPE
Jai Prakash Yadav,POL
Abhimanyu Kohad,PERSON
Bittu,POL
Davanagere CMC,ORG
Mohammed Mahir Kabutarwala,PERSON
Swabhimani Shetkari Sanghatana,ORG
Navale,PERSON
Hasanur,GPE
Randeep Singh Surjwala,PERSON
Haveli,GPE
Ahlawat Khap Panchayat,ORG
Barlanga,GPE
Kevat,PERSON
Vishwambar Gawas,PERSON
Rice Exporters Association,ORG
Bharuch Citizen Council,ORG
Kallar,GPE
Surjit Kumar Jayani,PERSON
Raju Punjabi,PERSON
Rahul Gandhi,POL
Mundhe,PERSON
Ramdas,POL
Kotadagudda village,GPE
Madan Mohan Mittal,DIR
Jayant Nathtook,PERSON
Narendra Saboo,DIR
Covid,GPE
Thorat,PERSON
PALANUR,GPE
Halvinder Singh,POL
NIA,ORG
Vidiyalai Nokki Stalin,PERSON
Bargi Dam,GPE
V-P,PERSON
Punjab Assembly,ORG
Tungabhadra,GPE
Jasmin Bodhra,PERSON
Pogalur,GPE
S Praveen Kumar,PERSON
Medninagar,GPE
Vikas Singh,DIR
Parab,PERSON
Barshi,GPE
Padra taluka,GPE
Shankarpally,GPE
Akavyala,GPE
Ho,PERSON
Sukhwinder Singh,POL
Karam Singh Padda,PERSON
Gulab Chand Kataria,PERSON
Mukkudal,GPE
Mehak Jain,DIR
Ugrahan village,GPE
Meshram,PERSON
CNMCH,ORG
Bawal Khap Panchayat,ORG
Tikri Haryana,GPE
SBS Nagar,GPE
Kasulabad,GPE
Manish Sisodia,PERSON
directorate of vigilance and anti -corruption (,ORG
Kudavasal,GPE
Nisha,PERSON
Surat Mercantile Association,ORG
Jasmel Singh,POL
Jogulamba-Gadwal,GPE
ODP,ORG
S S Kokari Kalan,PERSON
ICRIER,ORG
Kukas,GPE
Kotda Kalan,GPE
Vellore,GPE
Lakha Sidhana,PERSON
Vishnukant,PERSON
S Anand,PERSON
Nareshji,PERSON
Boris Johnson,PERSON
Gawande,PERSON
Bhartiya Kissan Sangh,ORG
Vikas,POL
Chitarpur,GPE
Chethan,PERSON
KT,PERSON
Terakanambi,GPE
Devender Singh Babli,PERSON
Goliaguda,GPE
Ajit Nawale,PERSON
Sanjok Singh,PERSON
MEERUT,GPE
K M Kathiriya,PERSON
Suresh,POL
Farrukhabad,GPE
Jojva,GPE
Aathi,PERSON
Daiyar,GPE
SDRF,ORG
Bangar,GPE
CRDA,ORG
Public Works Department,ORG
CJI,ORG
Pritam Singh Kotbhai,PERSON
devasthanam,ORG
Khadakwasla,GPE
Shalimar,GPE
The All India Kisan Sabha’s,ORG
Pajawa village,GPE
Mangaluru City Corporation,ORG
Dadaji Fusey,PERSON
Sule,PERSON
Sumit Ratan,PERSON
Indian Cotton Association Limited,ORG
BFA,ORG
Trikon Baug,GPE
Nagpur Municipal Corporation,ORG
Harivansh,POL
Maken,PERSON
BKU-Lokshakti,ORG
Buta Singh Burzgill,PERSON
John Lobo,PERSON
the Asian Development Research Institute,ORG
Wardha,GPE
Gulab,POL
Bacchu Kadu,PERSON
Tamil Nadu Cooperative Marketing Federation,ORG
Aaditya Thackeray,PERSON
Swatantra Dev Singh,PERSON
AGP,ORG
Brinder Dhillon,PERSON
Adhir Ranjan Chowdhury,POL
Gayathri,POL
MARGAO,GPE
Pikshandarkoil village,GPE
Assocham,ORG
Naujheel,GPE
Niyamatpura,GPE
Aliyaganj village,GPE
Gojoli,GPE
Sillod taluka,GPE
Hosakote Basavaraju,PERSON
Ch Vasantha,PERSON
Umergam,GPE
the Shanta Kumar Committee,ORG
Desar,PERSON
DHANBAD,GPE
Modern Book Shop,ORG
Baroliya,GPE
Polikarai,GPE
K S Mathew,PERSON
Ruma,GPE
Sirkazhi,GPE
Tushar Dutt,PERSON
Badnapur,GPE
Abhishek Singhvi,DIR
Suomi National Polar-orbiting Partnership,ORG
Irugur,GPE
Ibrahimpur village,GPE
Nizamuddin Khan,PERSON
Rayalaseema Saguneeti Sadhana Samithi,ORG
Sanjibani Nursing Home,ORG
Rakesh Bhatnagar,PERSON
Makdoli,GPE
Abhay Singh Chautala,POL
Khadsupa village,GPE
Ramesh Barad,PERSON
Yi,ORG
Ibrahimpatnam,GPE
Haryana Rice Millers Association,ORG
Mirzapur,GPE
Santosh Kumar,POL
Tokyo,GPE
Mannachannallur,GPE
ID Bhatt,PERSON
Barramau village,GPE
Raosaheb Danve,PERSON
Pali,GPE
Mahesh Gude,PERSON
Gaurav Sharma,DIR
Peddireddy Mithun Reddy,PERSON
Kalaignar,PERSON
Jadeja,PERSON
Phoolka,PERSON
DTF,ORG
Sanguem,GPE
Balbir,PERSON
Dindigul,GPE
Nand Kishore Gurjar,PERSON
Lal Singh,DIR
Sivapuniyam,PERSON
Roodagi,PERSON
Kishor and Company,ORG
C J Chavda,PERSON
Rukhmini Giri,PERSON
Bindhu Malini,PERSON
Sohna Municipal Council,ORG
Amaria,GPE
Avtar Singh,POL
Nagwa Jairam,GPE
Visheshwar Yadav,PERSON
Ashwani Kumar Sharma,DIR
Puranpur Kotwali,GPE
Kunduri Srinivas Reddy,PERSON
Siripuram,GPE
Pawan Bansal,DIR
Thane,GPE
Ekta Ugrahan,GPE
Haris Abdul Vahid’s,PERSON
Rajnath,POL
Lakshminarayanan,DIR
G Nammalvar,PERSON
Kirankumar Johare,PERSON
JMFC,ORG
pharma city,GPE
Kothrud,GPE
Kannababu,PERSON
Vishal,PERSON
Renu Devi,PERSON
IFPRI,ORG
Escorts,ORG
USOL,ORG
Dravyavati Nadi Kisan Sangrash Samiti,ORG
Paramjit Kaur Chahal,PERSON
Hardoi,GPE
Pargaon,GPE
Shivani Joshi,PERSON
Pardeep Sabharwal,PERSON
Party,ORG
Georgetown,GPE
VRamasubramanian,POL
TNCC,ORG
Jatin Singh,DIR
The Lok Sabha,ORG
Rajeshwari Devi,PERSON
New Zealand,GPE
Latehar,GPE
Jagat,GPE
Khaira,PERSON
Ballari,GPE
Saharanpur,GPE
Amarinder,PERSON
Rahe,GPE
Harsac,GPE
Jana Sena,ORG
Vijay Sethupathi,PERSON
Soolamangalam,GPE
Khanna Arhityas Association,ORG
Manish Jadhav,PERSON
Kurubur Shanthkumar,PERSON
Kalidevarahosu,GPE
Navreet,PERSON
Sailender,PERSON
M S Swaminathan,PERSON
Joginder Singh Ugraha,PERSON
Santosh Thorat,PERSON
Shahjahanpur-Khera,GPE
Peeragarhi,GPE
R Senthilkumar,PERSON
Delhi,GPE
Kirni Bhoopani,PERSON
Gurjeet Singh,POL
SGPC,ORG
CAAQMS,ORG
Yerawada,GPE
Dhananjay Bhusari,PERSON
Chadauni,ORG
Amul,ORG
Kangana,PERSON
Laxman Singh Rajput,PERSON
UN Mehta Institute of Cardiology & Research Centre,ORG
the Primary Agriculture Credit Societies,ORG
Uttar Pradesh Electricity Regulatory Commission,ORG
Sayan,PERSON
Kot,GPE
Chak,PERSON
Akhil Bhartiya Khet va Gramin Mazdoor Sabha,ORG
Arjun Singh,POL
Nagar Palika,ORG
Balour Singh Chhana,PERSON
Dedicated Covid Hospital,ORG
Tumakuru,GPE
Khalistan,GPE
Kisan Samman Nidhi Yojana,ORG
PMMSY,ORG
Gandipet,GPE
Balanagar,GPE
Rajya Raitha Sangah,ORG
G-20,ORG
Lakhminder Singh Jakhar,PERSON
Reliance Industries Ltd,ORG
Naushad Alam,POL
the State Level Bankers’ Committee,ORG
Srinivasan Krishnan,PERSON
RGCA,ORG
A1 Chips,ORG
Jassie,PERSON
Dhoregaon,GPE
Zakariyapura village,GPE
Niranjanpur Mandi,GPE
Keshav Patil,PERSON
Rangareddy,GPE
the Uttarakhand Kisan Sabha,ORG
Digambar Kamat,POL
Sanjay Barde,PERSON
Kundeelpur,GPE
Alok Sinha,IAS
the Kiravatti Forest Division,ORG
UP,GPE
Khedi Lamba,GPE
Bhupendra Yadav,POL
AIKS,ORG
Shekta,GPE
Arundhati Roy,PERSON
Bhupinder Singh Mann,DIR
MFMB,ORG
The Jana Sena,ORG
Daiyat Murjhal,GPE
Sikh Gurdwara Prabandhak Committee,ORG
Delhi University,ORG
Narmetta,GPE
Sudhir Mungantiwar,PERSON
Karbhari Abaji Jagtap,PERSON
Lalgudi,GPE
CWC,ORG
Kobana,GPE
Sikanderguda,GPE
Sonia Gandhi,POL
Vidhana Soudha,GPE
Jasbir Singh Kaler,PERSON
Babu Sulthan,PERSON
Prakasam,GPE
the Rajiv Gandhi Centre for Aquaculture,ORG
V Gunasekaran,PERSON
DGPS,ORG
Nihang Singhs,PERSON
Khempur village,GPE
Bathal Bhaikae,GPE
Mukarba Chowk,GPE
Te,PERSON
Govind Gaude,PERSON
Rajendra Nagar,GPE
agri marketing department,ORG
Rani Lakshmi Bai Central Agricultural University,ORG
HSPCB,ORG
Mahatma Gandhi’s,PERSON
Kalpana Patel,PERSON
Gajendra Singh Shekhawat,PERSON
Karthik Shankar,PERSON
teh administration,ORG
Chhodvadi,GPE
Sekhon,PERSON
TRS,ORG
Riambadi tehsil,GPE
Rajamohan,PERSON
Pramod Sawant,PERSON
the Union Cabinet,ORG
Mayiladuthurai,GPE
Sindhu,GPE
Narwana,GPE
Verma,PERSON
Jasvir,PERSON
Swabhimani Shetkari Sanghatna’s,ORG
the Shetkari Mahasangh,ORG
Soumya Kanti Ghosh,PERSON
Erragadda,GPE
Nagarkurnool,GPE
Punjab Mandi Board,ORG
Bhattiwal Kalan,GPE
the Rashtriya Swayamsevak Sangh,ORG
Digambar Kamble,PERSON
Thondamuthur,GPE
J Jayalalithaa,POL
Gaondongrim,GPE
The Nashik Transporters’ Association,ORG
Samaspur,GPE
Kottur,GPE
Rampal Singh,POL
Times Now,ORG
Agra Public Carrier Association C,ORG
Andhra Pradesh,GPE
Rishipal Ambawata,PERSON
PCC,ORG
Gurgaon Police,GPE
Yadav,PERSON
Ajay Sahni,DIR
Romi Sahni,PERSON
North Karnataka,GPE
Balasaheb Maske,PERSON
Gaonkar,PERSON
Records of Rights,ORG
the Indian Veterinary Research Institute,ORG
Ramesh Kumar Ganta,PERSON
Bhavani taluk,GPE
Jaspur,GPE
Sanjay Wahadne,PERSON
Jat Mahasabha,GPE
Sukhveer Singh,DIR
Central Food,ORG
KM Doddi,GPE
Gurpreet Kangar,PERSON
Lal Kishorenath Shahdeo,PERSON
Kuruvadipatti village,GPE
Ballarpur,GPE
Deepender Hooda,PERSON
Gurpatwant Singh Pannu,PERSON
Parveen Attri,PERSON
India Meteorological Department,ORG
NGOs,ORG
D V Sadananda Gowda,POL
Sukhdev Singh,DIR
Sarafan Bazaar,GPE
Digvijay Chautala,PERSON
the Central government,ORG
Vasantha Krishna Prasad,PERSON
Palak,PERSON
the Central CEN Crime,ORG
Amaravati Joint Action Committee,ORG
Nunakadu,GPE
Nishanth Chennadi,PERSON
V K Janjua,PERSON
Balraj Kundu,PERSON
Surendranagar,GPE
Spices Board,ORG
the Dudh Udpadakh Saethkari Sangharsh Samiti,ORG
Deoria,GPE
Giani Harpreet Singh,PERSON
Dakshinanchal Vidyut Vitran Nigam Limited,ORG
Shailender Dubey,PERSON
Meenangadi,GPE
The West Bengal Clinical Establishment Regulatory Commission,ORG
D Vedavyas Kamath,PERSON
Hanuman Beniwal,POL
Harsul,GPE
Atri,PERSON
Gujjar,PERSON
Vallampadugai,GPE
Shyam Singh Chahar,PERSON
the Prime Minister's Office,ORG
Satabdi Roy,PERSON
Ilakkiya Kazhagam,GPE
Varthur,GPE
Vaikasi,GPE
JD(S,ORG
Nadigadda Rytu Hakkula Porata Samithi,ORG
Manpreet Badal,PERSON
Sarvar Rana,PERSON
the Shiv Sena,ORG
Botcha Satyanarayana,PERSON
Trolley Times,ORG
Somayampalayam,GPE
V Jayaprakash,POL
Krukshetra,GPE
Siddique,PERSON
Udappanpatti,GPE
Rakesh Chandra Mishra,DIR
Nanuram Katara,PERSON
Aam Aadmi Party,ORG
Madhira,GPE
Ismail Safiya,PERSON
Samrajyam,PERSON
Ajay Kumar Singh,POL
Suraj Prakash Sharma,PERSON
Santnagar,GPE
Rashtriya Lok Dal’s,ORG
Peddur,GPE
Kaddon village,GPE
Sukkampatti,GPE
Baljit Kaur,POL
Vivek Sonwane,PERSON
Baba Ram Singh,PERSON
Roorkee,GPE
Uttar Pradesh's,GPE
Lokesh,POL
Ganjanpur,GPE
Kararmbir,PERSON
Devidas Mohakar,PERSON
Jeevanantham,PERSON
Kalyani Krishnan,PERSON
Bhagorh,GPE
DMCH,ORG
Siruganur village,GPE
Pali village,GPE
The BKU Haryana,ORG
Tigipur,GPE
Kunal Singh,POL
Bharti Kisan Union Mansa,ORG
All India Kisan Sabha Coordination Committee,ORG
Gauriphanta,GPE
Janardhan Prasad,PERSON
Chandrakant Kavlekar,PERSON
Shanti Dhariwal,PERSON
G R Swaminathan,PERSON
Tatarganj,GPE
Chattisgarh,GPE
Thamirabarani,GPE
Sardulgarh,GPE
CM,ORG
AEE Hanagal,ORG
Chintapalli,GPE
Kalisamy,PERSON
Ashwin Parsana,PERSON
Vaid,PERSON
Edappadi,PERSON
the Punjab Cabinet,ORG
Gurdwara Sri Guru Singh Sabha,ORG
Kanmandale,GPE
DHARMAPURI,GPE
Gothrakhurd,GPE
BR Ambedkar,PERSON
Babu Mann,PERSON
Sathankulam,GPE
Gurjatan,PERSON
Railway Board,ORG
Cong,ORG
Ashokenagar-Barrackpore,GPE
the All India Forward Bloc,ORG
Krishikesh C,PERSON
Jasbir Singh,PERSON
Tulzapur,GPE
S B Acharya,PERSON
Gajanan Gawande,PERSON
Mandvi,GPE
Ramcharan Bohra’s,PERSON
IBF,ORG
NGO Foundation for Advancement of Agriculture and Rural Development,ORG
Nadubhai Patel,PERSON
G Mukesh,PERSON
Khatoli,GPE
Rajpal Singh Yadav,PERSON
Kundrapu Kondadu,PERSON
Meera,PERSON
Bera,PERSON
Gherao Modi,PERSON
Muttukadu,GPE
Indian Medical Association,ORG
Harsinghpur,GPE
Gonsalves,PERSON
Khanna city,GPE
cooperatives,ORG
Karam Singh Baroli,PERSON
Deependra Kumar,PERSON
Krosure,GPE
Bhagat Singh’s,PERSON
V Santha,PERSON
DFO,ORG
Arvind Pandey,DIR
AAI,ORG
Anant Kulkarni,PERSON
Siva V Meyyanathan,PERSON
Church,ORG
Palia,GPE
Avinash Jha,DIR
Harjot Singh,DIR
Kirni Mounika,PERSON
Mela Thiruppanthiruthi,GPE
CMO,ORG
Raman Balasubramanium,DIR
Ankanahalli,GPE
Naran Prajapati,PERSON
Galthar,GPE
Pasya Padma,PERSON
Preet Gill,PERSON
RAIPUR,GPE
Rajannapalli,GPE
Tadikonda,GPE
Giriraj Singh,DIR
Mahadeb Das,PERSON
Amit Shah,DIR
Shanmukh Gurikar,PERSON
PSE,ORG
Harsimrat Badal,PERSON
Nipani,GPE
Rahul Sharma,DIR
Aparajita Singh,PERSON
Harish Raut,PERSON
Ghorpade,PERSON
Bharatiya Kisan,PERSON
Vijay Sardessai,PERSON
Izzatnagar,GPE
Mohali,GPE
C Martin,PERSON
Saroop Ram,PERSON
Vikas Sisar,PERSON
Rambabu Kateliya,PERSON
Charanjit Singh,DIR
Anjali,DIR
", T N Srinivasan",PERSON
Bodana,PERSON
Chola,PERSON
Kambur,GPE
KG Jeevan,PERSON
Pannun,PERSON
Pimpri,GPE
the Rapid Action Force,ORG
TNAU,ORG
CIA,ORG
Kodapadavu village,GPE
Atmanirbhar Shetkar,GPE
Bapu Kuti,PERSON
Akshayraj Makwana,PERSON
EGI,ORG
Haryana Bharatiya Janata Party,ORG
Dhanani,PERSON
Tiruvaur,GPE
Nasrullaganj,GPE
South Goa,GPE
Swaminathan Commission,ORG
Medgha Patkar,POL
Manish Saini,PERSON
Devender Kumar,DIR
Pissurlem Farmers’ Association,ORG
Sudip Bandyopadhyay,POL
Khalistan Zindabad,GPE
Forward Bloc,ORG
All India farmers coordinating committee,ORG
CITU)-affiliated,ORG
Hanan Mollah,POL
Kisan Samiti,ORG
Harish Nayar,PERSON
Rajshekhar Bijapur,PERSON
Ramnagar,GPE
Lok Sabha,ORG
Indian Agricultural Research Institute,ORG
BENGALURU,GPE
Thiyagarajan,DIR
C Prakash,PERSON
Kalyanpur,GPE
Yogesh Rayate,PERSON
Perni,PERSON
Kishni,GPE
Sachin Patil,PERSON
Shamshad Ansari,PERSON
Medigadda,GPE
Pulivalam,GPE
M Sathyamurthi,PERSON
Rekha,POL
Ganapathi Nagar,GPE
Bagru,GPE
Dhawal,PERSON
Nirmal Singh,POL
The Samkyukt Kisan Morcha,ORG
Nara,PERSON
another Surain Singh,PERSON
Manapparai,GPE
Anil Kumar,POL
Behror,GPE
N Uttam Reddy,PERSON
Rajnish Tyagi,PERSON
Dharapuram,GPE
Raya,GPE
Avinash Chandra Maurya,PERSON
Rajaram Singh,PERSON
Harinder Singh,PERSON
TDP,ORG
Payal,GPE
UP Pollution Control Board,ORG
Rajya Ganna Utpadak Kisan Mahasabha,ORG
Adilabad,GPE
Mangal Pandey,PERSON
Pelavade,GPE
Synod,ORG
Durga Nagar,GPE
Gurdeep Singh Gosha,PERSON
a Kisan Ayog,ORG
Ramalingam,DIR
Bhure Lal,PERSON
Enforcement Directorate,ORG
Matgua village,GPE
Primary Agricultural Co-operative Society,ORG
Surmeet Mavi,PERSON
Raikot Mahila Congress,ORG
Dhanna Singh,PERSON
NGO,ORG
Rural Infrastructure Development Fund,ORG
VNSSM,ORG
Martin,PERSON
District Majdoor Congress,ORG
Sheshrao Sawargaonkar,PERSON
Shaan,PERSON
ET Auto,ORG
Punjab Union,ORG
Athanurpatty,GPE
Prasad Sankpal,PERSON
Sangu,PERSON
NCB,ORG
Manjeet Singh Atwal,PERSON
M Jayaseelan,PERSON
V D Sharma,PERSON
Samyukt Kisan Morcha,ORG
R Mutharasan,PERSON
Tamil Nadu,GPE
Chandy,PERSON
NEW DELHI/BATHINDA,GPE
Chandvad,GPE
Haseeb Ahmad,PERSON
the Karnataka State Rural Development Panchayat Raj University,ORG
UP Council of Sugarcane Research,ORG
MPCC,ORG
Maharajganj Vegetable Producing Company,ORG
City Chowk,GPE
Satvinder Singh Kahlon,PERSON
Gavier,GPE
National Centre for Disease Control,ORG
IIIT-H,ORG
R Rajamohan,PERSON
Kanke,GPE
Chandraprabhash Sekhar,PERSON
Nandiyar Head,GPE
KMSC,ORG
Amroha,GPE
Vinay Pratap Singh,PERSON
Narinder Bhinder,PERSON
Rajpoot,PERSON
Shivpuri,GPE
Abdullah,PERSON
Jalka village,GPE
Alagondanahalli village,GPE
T Jayaprakash Reddy,PERSON
All India Kisan Mahasabha,ORG
Kisan,PERSON
Baba Bakala,GPE
The Haryana State,ORG
Majinder Singh,DIR
Viju Krishnan,PERSON
Shivajirao Moghe,PERSON
Nabha Thakor,PERSON
Mohangarh,GPE
Navtejpal Singh,PERSON
Kamareddy district,GPE
Banda,GPE
Sangwari,GPE
Birender,PERSON
Pise,GPE
South Canara District Central Cooperative (SCDCC) Bank,ORG
Raghunath,PERSON
the Delhi Police 's,ORG
Sardarsahar,GPE
Sarvesh Kumar,DIR
Agriculture Produce Market Committees,ORG
Mohit Ram,PERSON
Srikanth,PERSON
Hafed,PERSON
Terai,GPE
Brahmanagar,GPE
Rajapul,GPE
Sukhdev,POL
Krishna Gowda,PERSON
RPN Singh,PERSON
Arun Jaitley,POL
Albert Dua,PERSON
the Institute of Agricultural Sciences,ORG
Ramesh Bhojraj,PERSON
Sajimon K Varghese,PERSON
Anju Bhatia,DIR
Govind Singh Longowal,PERSON
M Muthumallesh,PERSON
Morena,GPE
Ajay Dabral,PERSON
Navrangpura,GPE
Ajay,PERSON
All-India Kisan Sangharsh Coordination Committee,ORG
R P S Maini,PERSON
Bharat Bhushan Ashu,PERSON
Bogha Singh,PERSON
Dudu,GPE
Gur Mandi,GPE
JAP,ORG
Sunjwan village,GPE
Ratlam,GPE
Jainpur,GPE
Rajesh Singh,POL
Sukumaran,POL
Verna,GPE
Bundi,GPE
Narsingi,GPE
Vijay Shankar,POL
K Kunjan,PERSON
Rajewal,GPE
the NRI Commission,ORG
Manpreet Sing,DIR
Ganeshganj,GPE
Sanjay Agrawal,DIR
Teokar,GPE
Daivajna,ORG
Amey Puranik,PERSON
Kul Hind Kisan Sabha,ORG
Nauli,GPE
Nimanpur,GPE
the Kisan Sabha,ORG
Montreal,GPE
JPCC,ORG
Vishnu Ganesh Pingle,PERSON
Chandragiri,GPE
Abhay Atkal,PERSON
KBC,ORG
Vora,PERSON
Ashok Kumar,POL
Tanfed,ORG
Upnagar,GPE
the State Disaster Response Force,ORG
Villupuram,GPE
Vivasaigal Sangam,GPE
K Lakshman,PERSON
The Samajwadi Party,ORG
JVM,ORG
Nayudu,PERSON
Government Medical College and Hospital,ORG
Gurazal,GPE
Piparia Karam,GPE
Lalji,POL
Phul,PERSON
Dhari,GPE
Britain,GPE
Mahmood Ali,PERSON
Alathur,GPE
Gollapudi,GPE
K Lalitha,PERSON
Pawan Devi,PERSON
BJP,ORG
Chinnasamy,PERSON
Pradesh Kisaan Sangharsh Samiti,ORG
Karadanakoppa,GPE
Baldev Singh Jaito,PERSON
Kingra,PERSON
Shivganj,GPE
Bharatiya Kisan Sangh,ORG
Tallayapalem village,GPE
Birender Singh,POL
Kovilpalayam,GPE
Rana,PERSON
Ramangamdi village,GPE
Pradeep Kumar Agarwal,DIR
Krishnath Patil,PERSON
Mahindra group,ORG
Mi,PERSON
Bissau,GPE
Om Prakash,DIR
Sahivara,GPE
Gurbachan Singh,DIR
Captain Amarinder Singh,POL
Jagjit,PERSON
Paresh Dhanani,PERSON
The Railway Protection Force,ORG
South Western Command,ORG
Thangasamy Tirupathi,PERSON
Sonba Bandurkar’s,PERSON
Arvinder Kaur Virk,PERSON
Sukhminder,PERSON
Dnyaneshwar Jadhav,PERSON
Dyandeo Vakure,PERSON
Manohar Lal Khattar Khattar,PERSON
Jayaji Suryawanshi,PERSON
Lawrence,PERSON
Kanwar Daman Singh,PERSON
Shahabad Markanda,GPE
Rajagopalpet village,GPE
Alka,PERSON
Alanganallur,GPE
Aji Dam,GPE
Rander,GPE
DST,ORG
Atchampet,GPE
NH9,ORG
Maddikunta,GPE
Delhi Police,ORG
Aparna Malikar,PERSON
Raju Dupare,PERSON
Badagalapura Nagendra,PERSON
Praveenkumar,PERSON
P T Srinivas,PERSON
Nandgaon,GPE
Firoz,PERSON
Lakhan Yadav’s,PERSON
Nawada,GPE
Harmanbeer Waraich,PERSON
Chin,PERSON
Khandola,GPE
Digvijay,PERSON
Udaipur,GPE
the Central Marine Fisheries Research Institute,ORG
Melaputhur,GPE
Mohinder Kaur,DIR
N Srinivasa,DIR
Grand Alliance,ORG
Mota Barman,GPE
Jasveer Singh Virk,PERSON
Abhimanyu Kumar Mehta,PERSON
All India Farmers Protest Organising Committee,ORG
Kisan Congress,ORG
JMM,ORG
Select Committee,ORG
V Murugappan,PERSON
Balwinder Kaur,POL
Ludhaina,GPE
