name,type
national council,ORG
Renu Devi,PERSON
LDF,ORG
Albert Ekka Chowk,ORG
Andheri,ORG
Bhagwant Singh,PERSON
a Kisan Mahapanchayat,PERSON
Kapren,GPE
Kannaigudem,GPE
Nevil Alphonso,PERSON
Nimgaon Indapur,GPE
The National Bank for Agriculture and Rural Development,ORG
Baba Seechewal,PERSON
Bharat Vankar,PERSON
Shahgarh Bulj,PERSON
Uddandarayunipalem,GPE
Shah Jahanpur,PERSON
Raju Adagale,PERSON
Musiri,ORG
Kotda Koda,GPE
Indira Gandhi Nahar Pariyojna,ORG
Gabu,PERSON
BA,ORG
Sunil Dhande,ORG
Raman,ORG
Bala Thandapani,PERSON
Kandasamy,PERSON
Himmatnagar,PERSON
K Malarselvi,PERSON
the Dairy Farmers Association,ORG
Kejriwal,PERSON
Desh Jagruti Pakhwada,ORG
Harshad Varsat,PERSON
Saraswata Ghogre,ORG
Gorakhpur Link Expressway,PERSON
Muruganantham,PERSON
Antony M Isa,PERSON
Agnelo D’Cunha,PERSON
Nani,PERSON
Tom P Silus,PERSON
Rashid Khan,PERSON
Justice Devanand,ORG
Nafees,ORG
Subhashini Akurathi,PERSON
Madhya Pradesh ’s,ORG
Narmetta,GPE
Tikunia,GPE
Singh Saini,GPE
Chilli,PERSON
Abhay Singh Sandhu,ORG
Phagu Chauhan,PERSON
Ekta Dakaounda,PERSON
Medanta,GPE
Munna,PERSON
Perundurai,ORG
Hosakote Basavaraju,PERSON
V Dharmarajan,PERSON
The Bharatiya Kisan Sangam,ORG
Edappadi K Palaniswami,PERSON
Naxalites,ORG
Chavan,GPE
www.muhs.edu.in,PERSON
Pilibhit Farmer Producer Company of Jahanabad,ORG
chacha jo bhi,PERSON
Yogesh Ghodke,PERSON
Sabarmati,ORG
DKMUL,ORG
Poyyamozhi,GPE
GPCC,ORG
Prem Kumar,PERSON
Udham Singh Na,PERSON
Maradu,PERSON
Sunil Jakhar,PERSON
U Sasikala,GPE
Miyakhangadda,GPE
the Punjab Assembly,ORG
Jitender Sandhu,PERSON
the Shetkari Kamgar Paksha,ORG
Naib,ORG
Gopalganj,GPE
Dandai,ORG
Velkatoor,GPE
Thummar,PERSON
R Murugan,PERSON
Hidma,PERSON
the National Human Rights Commission,ORG
S Suresh,ORG
Jatamansi,PERSON
Ram Reddy,PERSON
Dehi,PERSON
Civic Action Guild,ORG
Kharade,PERSON
Arwal,ORG
Bhupinder Singh Hooda,ORG
Jammu & Kashmir’s,ORG
Mahesh Kharade,PERSON
Rajpurohit,ORG
SSLC,PERSON
Ramakrishna Rao,PERSON
Thirumangalam,GPE
The Banaras Hindu University,ORG
Abi Emu,PERSON
Halvinder Singh,PERSON
Chhawni Mohalla,PERSON
Digvijay Chautala,PERSON
Sirkazhi,GPE
the Eastern Peripheral Expressway,ORG
EPE,ORG
UP Sugar Mill Corporation,ORG
Chandalingi,PERSON
Keelvelur,PERSON
hotels,ORG
Sree,PERSON
Sahyadri,GPE
Kuri,GPE
Ashaganj,GPE
Jayanti Pandit,ORG
Gadde Butchaiah,PERSON
Shishwala,GPE
MRDBS,ORG
Gandhi Kri,PERSON
Niranjanpur Mandi,PERSON
Orathanadu,ORG
Masood,ORG
Eturu,GPE
Water Harvest,PERSON
Ara,ORG
Sumit Malik,PERSON
Panki,GPE
Adhir Chowdhury,PERSON
Joshi,PERSON
CAMIT,ORG
Rythu Bandhu,PERSON
Kot,GPE
Telugu Desam Party,ORG
Sourav Mukherjee,PERSON
Harinder Singh,PERSON
Pawan Khoja,ORG
Deomane,PERSON
Chandan,ORG
Sarjamal Punia,PERSON
Ghodke,ORG
Ajay Gaude,PERSON
Guru Nanak’s,PERSON
Koraput,GPE
Shadnagar PS,PERSON
Abdullah,PERSON
Abul Khurana,PERSON
Sivanmalai,PERSON
Kisan,GPE
Sudhir Kumar Singla,PERSON
Krishak Bandhu,PERSON
Jassie Gift,PERSON
ASHA,ORG
Ashutosh Raghuvanshi,PERSON
NTA,ORG
Mahendra M Manivaasan,PERSON
Raghunathan,PERSON
Khawat,GPE
Reeta Singh,GPE
Karnataka Sugarcane Growers’ Association,PERSON
Bangar,GPE
Venkayamma,PERSON
Bharata Lakshmi,ORG
Lankara village,GPE
kanta,PERSON
Gopal,ORG
David Jaimy,PERSON
Palladam,GPE
Bhagwant Samao,PERSON
Sukhwinder Singh,PERSON
Bilai,GPE
Chandrashekhar Bari,PERSON
Chickalgaon,GPE
kaunch,GPE
Isro,ORG
Mahipal,GPE
S Palanisamy,PERSON
Delhi University’s,ORG
Naujawan,GPE
NREGS,ORG
Harish Chauhan,PERSON
Chevella,PERSON
Gellu Srinivas Yadav,PERSON
"the Lok Sabha, Union",PERSON
Luni,PERSON
Rajoli,PERSON
MES College,ORG
Raja Pawar,PERSON
Bisalpur Kotwali,PERSON
Bhartiya Sikh Sangathan Jasbir Singh Virk,ORG
the Jai Ram Thakur,ORG
Pirangut,GPE
Bharti Kisan Mazdur Union Anandpur Sahib,ORG
Agra,ORG
Ladakh,GPE
Nafed,GPE
XI,ORG
Ajay Singh,PERSON
Doltala More,PERSON
Distillers and Bottlers Association,ORG
Madan Sahni,PERSON
Union earth sciences ministry’s,ORG
Nodeep Kaur,PERSON
Ashleen Kaur Gill,PERSON
Satnam Singh,PERSON
Kumari,ORG
MLA Bakhshish,PERSON
Gobind Singh,PERSON
the Tamizhaga Vivasayigal Sangam,ORG
Sohan Juwarker,PERSON
GOBAR-DHAN,ORG
Thirukovilur,PERSON
Sangeum,ORG
Krishi Vigya,PERSON
Sk Basha,PERSON
Kisan Sangarsh Samiti,PERSON
Sheikh,PERSON
M R K Panneerselvam,PERSON
Peasants,ORG
Kethanur,PERSON
Basavankuduchi,GPE
Argentina,GPE
Dinesh Ahire,ORG
M S Arun Prasath,PERSON
Sheshrao Sawargaonkar,PERSON
Dr Nithin,PERSON
Ramzani,PERSON
kanoon ko kuchalne ki,PERSON
Tulsiram,ORG
the Maharashtra State Agricultural Marketing Board,ORG
Murg korma,PERSON
the Bakra Mandi,ORG
Sri Venkatachalapathy Alloys,PERSON
Asaduddin Owaisi,PERSON
Supreme Court’s,ORG
Shabbir Sayyed,PERSON
Toxics Link,ORG
Swatantra Dev Singh,PERSON
CICR,ORG
Fakrabad,GPE
Sahban Khan,PERSON
Paschim Express,ORG
Momaser,PERSON
Jaiswal,ORG
Bhankheda,GPE
Bah,PERSON
P Niharika,ORG
Kunnathur,PERSON
Cabinet,ORG
TNCC,ORG
cooperatives,ORG
Vishwajit Mandrekar,PERSON
Pakistan,GPE
Deoria Sadar,PERSON
Jat Mahasabha Raja Ram Meel,PERSON
Ravindra Kumar,PERSON
Kanpur-Fatehpur,GPE
V Lalitha,PERSON
Buldhana,ORG
FMC,ORG
Urban Retreat at Shankarpally,ORG
Pradeepkumar Jain,PERSON
Samsherpur,GPE
EMI,ORG
the agriculture department – www.krishi.bih.nic.in,ORG
Chandigarh/Rohtak: Use,ORG
Sidhu,ORG
The Uttarakhand Renewable Energy Development Agency,ORG
Panchkula,GPE
Manjula,GPE
Purandar,GPE
Thana Bhawan,GPE
CPM PB,ORG
"Cauvery, Vennaru",ORG
Isha Kalia,PERSON
Mandavgan Farata,ORG
CMs,PERSON
Kundapura,GPE
Simsha,GPE
Oppn,ORG
SMIMER,ORG
Sabha Sarabha Nagar,PERSON
Sai Aditya,PERSON
Savli,GPE
Krishi Mela,PERSON
CM Arvind Kejriwal,PERSON
Lakhmipur,PERSON
Vipul Raiyani,PERSON
Mughal,PERSON
Kuldeep Pandey,ORG
the British Parliament,ORG
Dharmendra Sharma,PERSON
Agriculture Technology Management Agency’s,ORG
Gada,ORG
Kummari Rajaiah of Adloor Yellareddy,ORG
Kishore,ORG
Ganpat Sangle,PERSON
Satluj Yamuna Canal,ORG
Narnaul,PERSON
Jetalsar,GPE
Acharya NG Ranga Agricultural University,ORG
Rambagh,GPE
Baliraja,GPE
the health department’s,ORG
Mettu,GPE
NN Dangar of Maliya-Hatina,PERSON
Chamrajnagar,GPE
Kodimangalam village,GPE
Umesh Malik,PERSON
Vitamin A,PERSON
BAREILLY,ORG
a ‘Mirror Account’,ORG
Joji,PERSON
Congress spokesperson Abhishek Singhvi,ORG
Nesda,GPE
Ramendra Singh,PERSON
Jarnail Singh,PERSON
the Society for Elimination of Rural Poverty,ORG
Maheshwari,PERSON
Dasada,GPE
Satyaprakash Tiwari,PERSON
Biman Banerjee,PERSON
Chuttugunta,ORG
Kuthalam,GPE
Bhatinda,GPE
Kateliya,ORG
Tummala Snikitha,PERSON
TJS,ORG
Sheila Dikshit,PERSON
Nerial,GPE
Anbil Mahesh,PERSON
Consortium of Indian Farmers Associations,ORG
Dr Arvind Kumar,PERSON
All India Kisan Sangarsh Coordination Committee,ORG
Dhirendra Singh,PERSON
Mani,PERSON
Swati,GPE
Krishna Vihar,PERSON
Haryana Space Applications Centre,PERSON
Kheti Virasat Mission,PERSON
Katara,PERSON
Guru Randhawa,PERSON
Ghaggar,GPE
YS Jaganmohan Reddy,PERSON
the power department,ORG
Anjani,ORG
Bhaijaan,GPE
Visakha,GPE
Rihan,PERSON
Alwar’s Shahajahanpur,ORG
Bandi Sanjay Kumar,PERSON
Gajanan Pawar,PERSON
Adhir Ranjan Chowdhury,ORG
Bhamini,PERSON
Gian Chand Gupta,PERSON
KM Rajendran,PERSON
Kosali,GPE
Abhel Charolia,PERSON
Sharad] Pawar,PERSON
Left Front,PERSON
SS Basker,PERSON
Dushyant Chautala,PERSON
N Sunanda Rani,ORG
Budhlada Sadar,PERSON
Kashmir Singh Baljeet,PERSON
Chithraveni,ORG
Kharadi Residents' Welfare Association,ORG
the UK Parliament,ORG
Gulia,PERSON
Shaona,GPE
Kishanganj,ORG
TKM,ORG
Holi,GPE
West UP,GPE
kulhari,ORG
Manish Saini,PERSON
AIKSCC VM Singh,ORG
Rajfed,PERSON
Harsimran Singh,PERSON
Charkhi,ORG
Kerala,GPE
Dr Jayesh Sachde,PERSON
Kharif,PERSON
Munjaniya village,GPE
Bharatiya Kisan Union ’s,ORG
Madan Mohan,PERSON
Shivade,PERSON
Shiromani Gurdwara Parbandhak Committee,ORG
NLP,ORG
Groundnut,PERSON
Vidarbha Poultry Association,ORG
Kanadia,GPE
Sanjay Shroff,PERSON
Kushara,GPE
The Agriculture Produce Marketing Committee,ORG
Narendrasinh Jadeja,ORG
Dhilwan,PERSON
Bobby Deol,PERSON
Jogi Ram Sihag,PERSON
Phool Bagh Colony,ORG
Narendra Modi's,PERSON
the Bhartiya Kisan Union,ORG
EU,ORG
the Gujarat Agricultural Produce Marketing (Promotion and Facilitation,ORG
the Puranpur CO,ORG
The Central Institute of Cotton Research,ORG
Altaf Khan,PERSON
the Indian Military Academy,ORG
Govindan,PERSON
CAA-NRC,ORG
Madavu,PERSON
The Sanyukta Kisan Morcha,PERSON
Chippa,GPE
Randeep Surjewala,PERSON
ICAR,ORG
Politica,GPE
Madukkarai,ORG
P Vijayalakshmi,ORG
Thirupathur,PERSON
Bills,GPE
Datta Bibve,PERSON
Krukshetra,ORG
Ac,ORG
Washi,GPE
Vinod Aggarwal,PERSON
Rupinder Kaur Ruby,PERSON
Jija Mata Nagar,PERSON
"Moga, Punjab",ORG
Gadhakda,PERSON
Sevapuri,GPE
Karumandi Chettipalayam,ORG
Bamb,PERSON
Manoj Badgeri,PERSON
the Akhil Bharatiya,ORG
Dadupur,GPE
MEERUT/BAREILLY/,ORG
Bagaha,GPE
Anjali,PERSON
Vinod,GPE
Ashwini Kumar Phogat,PERSON
Azam,PERSON
Rahul Rekhawar,PERSON
M Natarajan,PERSON
the Wild Life (Protection) Act,ORG
Ravindra B,PERSON
Januar,ORG
DVAC,ORG
Kottampatti,ORG
The State Sugar Cane Growers Association,ORG
Ferozepur,PERSON
Tadegaowadi,GPE
Near Mahau,PERSON
the Indian Penal Code at Titavi,ORG
Uttam Kumar,PERSON
Jasveer Kaur,PERSON
Gurmukhi,ORG
Malam,PERSON
Sarwan Singh Pandher,PERSON
Sona Masoori,PERSON
Bihar State Seeds Development Corporation,ORG
Covid-19 times,ORG
Karan,GPE
"Kutch, Solanki",ORG
Dushant Chautala,PERSON
Mamundi,PERSON
Dr Salvi,PERSON
Sitaram Yechury,PERSON
Narendra Pawar,PERSON
Periyanaickenpalayam,PERSON
Batule,PERSON
Kalicharan,GPE
Baliram Sharma,PERSON
Bhoomika,GPE
Krishna Kumar Saraswat,PERSON
Air (Prevention and Control of Pollution,ORG
Doaba Kisan Union,ORG
Samanpura,ORG
Nandkumar Daga,PERSON
the Hisar Bar Association,ORG
Adra,PERSON
Navnath Gore ’s,PERSON
PRTC,ORG
Maragatham,PERSON
Bukhari,PERSON
All-India,ORG
Tamil Farmers’ Association,ORG
Kalmeshwar,GPE
Mooratganj,GPE
WASHINGTON,GPE
Aba Bagul,PERSON
Chandrashekhar,PERSON
Ramakant Karpe,PERSON
Union ministry of earth sciences,ORG
Umar Khamisa Katiya,PERSON
Sathamangalam,PERSON
the Muthamizh Arignar Translation Project,ORG
PTR H Rajamohan,ORG
Kanthalloor,ORG
Rajasthan-Haryana,GPE
Arularasu,PERSON
Bhagat Singh Chowk,ORG
JMC Projects,ORG
K Kaliyamurthi,ORG
Nagarjuna Sagar,PERSON
Jadeja,PERSON
Panja Sahib,ORG
Dindori,PERSON
Mainalli,PERSON
karega,PERSON
Nagendra,ORG
Rojasara,PERSON
Nadhori,PERSON
K Lakshman,ORG
Resident,PERSON
Primus,GPE
Haryana Bharatiya Kisan Union,ORG
Nagar Nigam Colony on Ramgarh Road,ORG
Tamizhaga Eri Mattrum Attru,ORG
Madia Gond,PERSON
Hazaribag,ORG
Rajamohan,GPE
Jhandi,GPE
M Manohar Reddy,PERSON
Ashraf,PERSON
Bhoosreddy’s,ORG
Manaj Tollway,PERSON
Maharajganj,GPE
Amit Shah,PERSON
National Highway Authority of India,ORG
Rayachoti,GPE
Vyttila,PERSON
Gokulpeth,GPE
SDM,GPE
New Delhi-Kalka Shatabdi Express,GPE
paddy harvesting,PERSON
Garhmukteshwar,ORG
Narasipuram,GPE
Karnataka Agriculture Produce Marketing (Regulation and Development,ORG
Mulgao,ORG
Pandit Nehru,PERSON
GHAZIABAD/LUCKNOW:,ORG
Shirish Mohod,PERSON
Thirumoorthy,PERSON
Orlando Bloom,PERSON
Gudi Padwa,PERSON
NRC Grapes,PERSON
Komal Mittal,PERSON
Bima,PERSON
Daljit Cheema,PERSON
Vettukuli,PERSON
Balkaran Singh,PERSON
P Ramarao,PERSON
Naveen Kh,PERSON
Kundgaonkhurd,PERSON
Andhiyur,GPE
Owaisi,ORG
Govind Thube,PERSON
Fadnavis,ORG
Dr Ponnuswamy,PERSON
Ajmani,PERSON
Manpreet Kaur,PERSON
Lasur,GPE
P Irulandi,ORG
Matiala,PERSON
dahan,PERSON
Roshan,PERSON
Islam Ali,PERSON
the Tamil Nadu Agricultural University,ORG
Ashish Kumar Dwivedi,PERSON
Madhopura,PERSON
Vartu,GPE
Delhi-Kalka Shatabdi Express,ORG
JNU,ORG
Pravin Patodiy,PERSON
St Mary’s Church,ORG
Uttarkahand,GPE
Bharat Khanna,PERSON
Ludhiana DC,PERSON
Monsanto,ORG
Dharapuram,GPE
"Chandigarh, Daman & Diu",ORG
Jaspal Singh Niamia,PERSON
Kadiyam Savaram,ORG
Mentada,GPE
Indira Gandhi University(IGU,PERSON
Counsel Norma Alvares,PERSON
Ho sakta hai,GPE
Udham Singh,ORG
Dalal,GPE
Dhanaula,PERSON
Trupti,PERSON
Rajendranagar,PERSON
Goud,PERSON
Sadhugram,PERSON
Prakash Reddy,PERSON
Protsaha Yojane,PERSON
the National Fish Farmers’ Day,ORG
Microsoft Teams,ORG
Indraprasth Society,ORG
G Ishwar,ORG
Narsing Rao’s,PERSON
Alankar,PERSON
The All Kerala Pineapple Farmers’ Association,ORG
International Water Management Institute,ORG
Punjab Police Service,ORG
Nallu,PERSON
Mukesh Rathod,PERSON
IAUA,ORG
Raiker,ORG
Sukkampatti,GPE
Chandra Tripathi,PERSON
Dravyavati,GPE
"Chambal, Bundelkhand",ORG
Jonathan Zadka,PERSON
YL Devaraju,PERSON
Jonnalagadda,GPE
Vargao,ORG
hai inka dil,ORG
Rajkumar Singh,PERSON
RMC Yard,PERSON
Vindhya Pradesh,ORG
P Wilson,PERSON
RS Sengar,PERSON
Gujarat Pollution Control Board,ORG
Badnapur,GPE
Vettukad,GPE
Rajendra Singh Jabinda,PERSON
the Theni Government Hospital,ORG
Bhopa,ORG
Nathsagar,ORG
Mukund Arun Mane,PERSON
the Enforcement Directorate,ORG
Isora,GPE
Chauhan,PERSON
Beet Vantangia,GPE
Ranbir Gangwa’s,PERSON
Chakurkar,ORG
Kapil,ORG
Primary Agriculture Credit Societies,ORG
Smriti Irani,PERSON
Sajjad,PERSON
Vijay Zalke,PERSON
Krishi Udaan,PERSON
Care and Protection of Children,ORG
Indigo,ORG
Siddaramaiah,PERSON
Priyanka Mohan,PERSON
Akola-Nandkhed,ORG
Babulal Marandi,PERSON
Garg,PERSON
Rahul Karekar,PERSON
the Coimbatore Central Prison,ORG
Jagalur,PERSON
UG Cable,ORG
Vasudha Nagaraj,PERSON
Vijaya Baskar,PERSON
PAU,ORG
Kothuru,GPE
Ch Vasantha,ORG
the Maharashtra Industrial Development Corporati,ORG
the Environment Impact Assessment Notification 2006,ORG
Ranjan Dasgupta,PERSON
KERI,PERSON
Cherthala Taluks,PERSON
Lakhbir,PERSON
Khavda village,GPE
Aleria,GPE
the Scheduled Caste and Scheduled Tribe (Prevention of Atrocities,ORG
Veligonda,ORG
Gram Sahkari,PERSON
Thanda,GPE
Panna,ORG
Ganesh Nagar,PERSON
Mallu Bhatti,PERSON
Vamsadhara,PERSON
Vasantrao Naik Agriculture University,ORG
the National Institute of Technology,ORG
Vahangaon,GPE
Baldev Singh Dhillon,ORG
P Sahi,ORG
Pernem,ORG
Vanavanmadevi,PERSON
Gaunkar,PERSON
Naveen D’Souza,PERSON
Chinchinim,ORG
Jaganmohan Reddy,PERSON
Virender Kanwar,PERSON
Devbhoomi Dwarka,ORG
District Cooperative Bank,ORG
NH-11,PERSON
Swapna Liddle,ORG
Gandhi,GPE
Alangudi MLA Siva V Meyyanathan,ORG
Devsi Bandhiya,PERSON
AKSingh,ORG
Kaddon,GPE
P P Mathai,ORG
Bela,GPE
Tohana Police Station,ORG
Bharuch,ORG
Rathore,ORG
Raipur Rani,GPE
Khirkiya,ORG
Cauvery-Vaigai-Gundar,ORG
Yashraj Singh,PERSON
Boluvampatti,ORG
Colonial,ORG
Rede Ohol,ORG
the Union Budget 2020,ORG
National Conference,ORG
Tamil Nadu Banana Producers Association,ORG
MSKPY,ORG
the Parambikulam-Aliyar Project,ORG
Dadaji,PERSON
Bhuj,GPE
AR (Augmented Reality,ORG
Karnataka Rajya Raitha,PERSON
The Jharkhand Rajya Kisan Sangharsh Samanway Samiti,ORG
Bodhiwala,GPE
Huzurabad,GPE
Kumar,GPE
Old City,GPE
DIG Irshad Wali,ORG
Zamrala,PERSON
Sardul Sikander,PERSON
Chrysoperla,PERSON
Maoist) Party,ORG
Bundelkhand,GPE
Jehanabad,GPE
Velayudham,ORG
Vepagunta,GPE
Gautam Budh Nagar,PERSON
Sarhali,GPE
Lok Kalyan Marg,PERSON
Barwala,GPE
apps,PERSON
PTI National Assembly,ORG
Phulwaria,PERSON
Naseem Khan,PERSON
Neikuppai,ORG
APMC,PERSON
Air Force,ORG
MC Seetha,PERSON
Vasundhara,GPE
Career Advancement Scheme,ORG
Chhagan Katariya,PERSON
Pralhad Waghmare,PERSON
Pathak,PERSON
Pedda Waltair Rythu Bazaar,ORG
NSA,ORG
Apa,PERSON
Brazil,GPE
the Khadki Cantonment Board,ORG
Unthkhana,GPE
Aditi Pundhir,PERSON
Haryana-Punjab,PERSON
Moradabad SSP,PERSON
Mangalagiri,ORG
P U Das,ORG
National Crime Record Bureau,ORG
Bardoli Swaraj Ashram,ORG
SJF,ORG
Jhunni Istambrar,PERSON
Sangamner,ORG
Khalistanis and Naxals,ORG
KVG,ORG
Bhalala,GPE
CESS,ORG
Jaalkheri,GPE
Sakharam Panzade,PERSON
Pradhan Mantri Kisan,ORG
Injathotty,ORG
Pokhran,GPE
Singh,GPE
Electronics and Communications,ORG
the British Empire,GPE
Prashanth Kulali,PERSON
Inter-Ministerial Central Team,ORG
Yashki Goud,PERSON
Achalpur,GPE
Umayalpuram,ORG
Harish Choudhary,PERSON
Karnataka State Sugar Cane Growers Association,ORG
Rewari,PERSON
Naveen Pradhan,PERSON
Rajveer Lawaniya,PERSON
Satlan gram panchayat,PERSON
Kallanthiri,ORG
Tibba,PERSON
Baglo,GPE
Mahesh Palawat,PERSON
Navsari,GPE
Sahakar Nagar,PERSON
Coimbatore Food Group,ORG
meet party,ORG
PDDB,ORG
Rajasthan Kisan Mahapanchayat,PERSON
Bachan Kaur,PERSON
Hoshiarpur,PERSON
Ashish Patel,PERSON
Singh Khera,ORG
Marathwada,GPE
Thirunal Nagar,ORG
Bellibatlu,GPE
Ghorkhindi,PERSON
EMRI,PERSON
the district agriculture department,ORG
Aditya Sahu,PERSON
Punjab,PERSON
Bhagat Singh,ORG
Krishi Sanjeevani,PERSON
Pradhan Mantri Garib Kalyan,PERSON
APMC Jamalpur,GPE
Pramod Yadav,PERSON
National Register of Citizens,ORG
Kim,PERSON
Poonia,GPE
Jauhar University,ORG
Morcha spokesperson Rakesh Tikait,ORG
Mahesh Pawar’s,PERSON
Churu,GPE
Dheerendra,PERSON
Katarva,GPE
the Kisan Andolan Committee,ORG
Bahraich,PERSON
Nizamabad,ORG
Ram Bharose,PERSON
Uttara Kannada,GPE
Amar Kale,PERSON
Saang Singh,PERSON
The Haryana Arhtiya Association,ORG
Bandaru Dattatreya,PERSON
Salem,GPE
Karthigai,PERSON
Murga Mandi,ORG
Uttamnagar,ORG
UPSPA,ORG
"Maharashtra Council of Agriculture, Education",ORG
Hardoi,GPE
Panchayati Raj,ORG
Shaji N M,PERSON
Rani Talab,PERSON
Student Kisan Mazdur Samyukt,ORG
Banshidhar Bhagat,PERSON
Hosur,GPE
kisan sabha,PERSON
Devendra Fadnavis,PERSON
Haldwani,PERSON
the Lakshmir Bhandar,PERSON
Kandela,GPE
Zakir Hussain,GPE
Deep Singh Sindhu,ORG
Yojana,GPE
Fondu Naik,ORG
Kaylapnur,PERSON
Mohammad Ikram,PERSON
Devala,GPE
Malout,GPE
forestry & logging,ORG
Immune Coffee,ORG
Sandeep Pasania,PERSON
Azad Singh Palwan,PERSON
YEIDA,ORG
Tamil Nadu Civil Supplies Corporation,ORG
OECD,ORG
Sangram Singh,PERSON
Jharkhand DGP M V Rao,ORG
Tarkishore Prasad,PERSON
India Alex Ellis,ORG
AN Mittal,PERSON
Agonda,ORG
NIIH,ORG
Jagbir Singh,PERSON
Shirapur,GPE
Senthil,PERSON
Sickle Innovations Traditional,ORG
Rajmohinder,PERSON
Chauri Chaura,PERSON
Nepal,PERSON
Byadagi,ORG
Civil Contractors ’ Association,ORG
Yogakshema Forum of Dharwad,ORG
Pravin Kumar Dwivedi,PERSON
Mochipura,GPE
Chevireddy,GPE
Muthusamy,ORG
apni rajniti ki chinta hai,PERSON
Vigyan Kendra,PERSON
IFFCO Chowk,ORG
Khatima,ORG
SMS Infrastructure Limited,ORG
The Tobacco Board,ORG
Pakistan Kisan Ittehad,ORG
Gov,PERSON
Preet Gill,PERSON
Bhagat Ravidas,PERSON
DMIC,PERSON
Mahamana Malaviya Research Centre,ORG
Sarkadi,GPE
kisan saddi,PERSON
Jawahar Singh Rajpoot,PERSON
Bakala,GPE
AIMTC,ORG
Dilliye,GPE
Haripur,GPE
APSA,ORG
Vishal Patel,PERSON
Pundilia Kale,PERSON
UP Council of Sugarcane Research,ORG
Chichpalli,PERSON
Manipur,GPE
Ritiparn Singh,PERSON
SHO Sanjay Rai,PERSON
Vehicle Jattha,PERSON
Tata Institute of Social Sciences,ORG
Tamil Nadu Agricultural University,ORG
Kisan Sangharsh Samanvay Samiti,ORG
Bet,GPE
Bhatia,GPE
Bulandshahar,GPE
Urban Gro,ORG
the Ranebennur Agriculture Produce Market Committee,ORG
Albert Dua,PERSON
Kyatanapally,GPE
Kisan Mahapanchayat',PERSON
Regional Agriculture Research Station,ORG
Saraswathi Mahal Library,ORG
Agricultural Produce Market Committees Act,ORG
Hemalkasa,ORG
Jagraon MLA Sarabjit Kaur Manuke,PERSON
Bommanampalayam,GPE
Indira Nagar,GPE
Naswadi,GPE
Charchoda,ORG
Shahzadpur,PERSON
Periyapatna,ORG
Arjun Salunke,PERSON
Sukhdev,GPE
N Anand,ORG
Kumar Sharma,PERSON
Sahakar Global Ltd-JV,ORG
Saptah,PERSON
Jhabreda Deshraj Karanwal,ORG
Ravi Shukla,PERSON
Khoja,ORG
Arukattuthurai,GPE
Patanwadiya,ORG
Kutch,ORG
MLC Dileep Yadav,PERSON
Muthalamada Mango City,GPE
Mahila Kisan Adhikar Manch,PERSON
Sewa Samiti,PERSON
Gaurav Gupta,PERSON
Kumananchavadi,GPE
Sivakasi,ORG
Pragnapur of Kondapaka,GPE
Jalpally,PERSON
Mandala,PERSON
Janak,PERSON
karyakarta,GPE
JAU,ORG
LIC,ORG
the Government of India,ORG
Jagadhri,PERSON
Khurana,ORG
Jhala,GPE
Jarifpur,GPE
Wapcos,ORG
Gowda,PERSON
UP,GPE
B R Gawai,PERSON
SSH,ORG
Mancherial,GPE
SRM Institute of Science and Technology,ORG
Narasimhulu,ORG
Swabhimani Paksha,PERSON
KSS,ORG
CIA,ORG
NPK,ORG
Maharashtra Pollution Control Board,ORG
Dnyaneshwar Bote,PERSON
Food Corporation of India,ORG
Dhanna,PERSON
Mahan Dal,ORG
Velagapudi village,GPE
Umrao Singh,PERSON
Pendurth,GPE
Bhupender Jaglan,PERSON
Sanjay Mittal,ORG
Bawadia,GPE
Diwan,GPE
Sri Lankan,GPE
Bhavesh Mishra,PERSON
Ramesh Kumar,PERSON
gloriosa superba seeds,ORG
Chavda and Bharwad,ORG
Tamil Nadu Vivaisaigal Sangam,PERSON
Udumbanchola,ORG
Opposition party,ORG
Vaishali Chandgude,PERSON
Moshi,GPE
Wardha Jilha Shetkari-Kamgar Samanvay Samiti,PERSON
The International Coffee Organization,ORG
RCP Singh,PERSON
Paramaiah,PERSON
Shambhu Prasad Nayak,PERSON
Udit,PERSON
Mahoba,GPE
Agra-Lucknow Expressway,ORG
Lakhwinder Kaur,PERSON
Yuvraj Bhardwaj,PERSON
David Jaimy Kokkada,PERSON
Gaurav Gogoi,PERSON
Mayem MLA Pravin Zantye,PERSON
the Congress party,ORG
Katrina Kaif,PERSON
Munesh Gurjar,PERSON
Hassan,GPE
Jayant Chaudhary,PERSON
United Kingdom,GPE
RFO Santosh Thipe,ORG
Jhanjh Khurd,PERSON
Gursahab Singh,PERSON
Charan Chaudhary,PERSON
the Student Welfare Association Group,ORG
Solanki,PERSON
Hansraj Wadghule-Patil of She,PERSON
Davinder Singh,GPE
Munna Chauber,PERSON
Shubham Mishra,PERSON
the Narkhi SHO,ORG
Sthal-DND,PERSON
Haryana Agricultural University,ORG
Monu Gupta,PERSON
Lakkampatti,ORG
IFFCO Limited,ORG
VK Gupt,PERSON
Tembhurni,GPE
JAIPUR: Union,ORG
Faizan,GPE
Prayagraj,PERSON
Farmer Puttarajegowda,PERSON
Kamal De,PERSON
Annur,GPE
Koravi,GPE
All India Motor Transport Congress,ORG
Center,ORG
Bangarupalem,GPE
Dedicated Covid Hospital,ORG
Girgaon,GPE
Pawneet Kaur,PERSON
Kothari,PERSON
the new kisan rail,ORG
Bassi,GPE
Kesar,PERSON
Faizan Bavani,PERSON
