entity,type
Pravin Sankhat,PERSON
Rajesh Baghel,PERSON
KARACHI,GPE
KR Nagar,GPE
South Gujarat,GPE
Jaikisan Andolan,GPE
Ganesh,GPE
Dallewal,PERSON
Rushit Zaveri,PERSON
Canada,GPE
Bhuj taluka,GPE
Anoop Chauhan,PERSON
Amaravati,GPE
Nagamangalam,GPE
O Paneerselvam,PERSON
SVFPC,ORG
Antony P M,PERSON
Bisauli,GPE
D Thennagamani,PERSON
KES,ORG
Goa State Urban Development Agency,ORG
Megharaj taluka,GPE
Kulan,GPE
Jagdish Kumar,POL
the United Kisan Morcha,ORG
Maya Lakhtaria,PERSON
Vini Mahajan,PERSON
Dhandhu,GPE
Palakurthy Sarojana,PERSON
CCP,ORG
Dhananja,GPE
TNAU Alumni Association,ORG
Govind Ballabh Pant University,ORG
Dependra Pathak,PERSON
Nizampet,GPE
Shrikant Taral,PERSON
Kalmana,GPE
Subhash Rao,PERSON
Ch Srinivasulu,PERSON
Ganapathi Nagar,GPE
Nigdi,GPE
Karmchari,GPE
MTYS,ORG
Navale,PERSON
Fazilka,GPE
Chhabra,GPE
Mandis,GPE
Sandeep Das,PERSON
Ticlo,PERSON
Vedaranyam,GPE
Ravi Pratap Singh,DIR
Sarita Chouragade,PERSON
T Balamurugan,POL
EBP,ORG
Temghar,GPE
Nabha Thakor,PERSON
Rajat Sharma,DIR
Padra,GPE
OBC,ORG
Ghazipur,GPE
the Goa Sugarcane Farmers ’ Association,ORG
Thiruthuraipoondi,GPE
Keelakuruchi Farmer Producer Group,ORG
B Pugalendhi,PERSON
Dabhadi,GPE
", Anshuman Sharma",DIR
Gurjatan Singh Billu,PERSON
the Constitution Bench,ORG
Lakshman,DIR
Rajendra Kumar Kataria,PERSON
PACCS,ORG
Babasaheb Ambedkar Marathwada University,PERSON
P P Mathai,PERSON
A P Sahi,PERSON
Sanjay Tomar,PERSON
Puja Pandey,PERSON
Sarsana,GPE
Vishal Chaudhary,POL
Punjabiyat,GPE
Electrical Engineering,ORG
Delhi Metro,ORG
Hake,PERSON
Mauxi,GPE
S Perumal,PERSON
MYUSURU,GPE
Prem Singh Parihar,PERSON
Dhoomanganj,GPE
Ashok Dhumal,PERSON
Hutp panchayat,GPE
K K Patil,PERSON
Manjeet,PERSON
Ramesh Paladia,PERSON
Ranjeet Chavda,PERSON
Manohar,PERSON
CII Punjab,ORG
Tharwani,PERSON
KRAPAVIS,ORG
the Employee Union of TSRTC,ORG
Sakharam Pednekar,PERSON
UP-Uttarakhand Sikh Organization,ORG
Meheshbhai Chamar(20,PERSON
Kunti Devi,PERSON
Kanwardeep Singh,DIR
Nihang Singhs,PERSON
Y B Puwar,PERSON
padashekaram,ORG
Kitab Singh,PERSON
Dindori taluka,GPE
Sumit Sharma,PERSON
Kushinagar,GPE
Neknoor,GPE
Eamcet,ORG
TJS,ORG
Anil Vij,DIR
Wayanad Coffee Growers,ORG
Ajay Singh,POL
Mantu Kumar,PERSON
N Komaraiah,PERSON
Menon,PERSON
Lala Karada,GPE
Mexico,GPE
Pachpaoli,GPE
Alwar,PERSON
Seraj,GPE
Ministry of home affairs,ORG
Ansals,ORG
Firoj Khan,PERSON
Satish Kumar,POL
Narasimhulu,PERSON
Sanjay Khadakkar NAGPUR,PERSON
Deola,GPE
Bhacha village,GPE
Babasaheb Ambedkar,PERSON
O P Vishnoi,PERSON
Manoj Kumar Jha,PERSON
Bai Ji,PERSON
Ramanan,PERSON
Hanumanthu,POL
Patiala BKU,ORG
Bargari,PERSON
Muthumanickam,PERSON
NIO,ORG
Moligeri Chandramma,PERSON
Nakkapalli,GPE
Gufran Beig,PERSON
Telangana Agriculture,ORG
Manatu,POL
Sikh Coalition’s,ORG
Amarjit Singh Sandhu,DIR
Hingna,GPE
Ekta-Ugrahan,ORG
Niharika Chauhan,PERSON
Jawandhia,PERSON
Rojasara,PERSON
Rajendra Bhosale,PERSON
We,ORG
Northern Region Farm Machinery Training and Testing Institute,ORG
Beejhalpur,GPE
Pratibha,PERSON
Amritsar Rural,ORG
Khimanand Nandania,PERSON
K Marammal,PERSON
Silakudi,GPE
Banganvaa,GPE
The National Bank for Agriculture and Rural Development,ORG
Two Town,ORG
Damargidda,GPE
Shivram Naik Gaonkar,PERSON
the Indian Military Academy,ORG
Khalid Abbasi,PERSON
YS Jaganmohan Reddy,PERSON
Sakaldeep Sahu,PERSON
Darshana Pednekar,PERSON
Sharry,PERSON
All India Mango Growers’ Association,ORG
Ramopur,GPE
Juangavad village,GPE
KCR,PERSON
N Vinodkumar,PERSON
Mullankadu,GPE
Rajnandgaon,GPE
Shiva Kumar,DIR
MEP Infrastructure Developer Ltd.,ORG
RDC,ORG
Manesar,GPE
Nagenahalli village,GPE
PANAJI,PERSON
IIT Ropar,ORG
Rajveer singh,POL
Vallabh Patoliya,PERSON
Saifi,PERSON
Sheila Dikshit,PERSON
Vishwanath Dalvi,PERSON
Kala Rana,PERSON
Vasant Kalpande,PERSON
V Nageswara Rao,POL
Kasulabad,GPE
Hasanparthy,GPE
Extinction Rebellion,ORG
RAIPUR,GPE
Ashika Ranganath,PERSON
Sikander Singh,POL
Bharatiya Janata Party,ORG
Lopon,GPE
gurdwara,GPE
Vinod Gupta,DIR
Yogesh Khanna,DIR
S Sivakumar,PERSON
Iqbal Singh Bains,PERSON
Durai,PERSON
Manjunath Narayanpur,PERSON
Nawab,PERSON
K Kaliyamurthi,PERSON
PERNEM,GPE
Tukaram Sonawne,PERSON
Palraj,PERSON
N Saravana Kumar,PERSON
Birla,PERSON
Lok Insaf Party,ORG
Krishnagiri,GPE
CARE Ratings,ORG
Ramchandra Jangra,PERSON
EGI,ORG
Bicholim,GPE
Narayan Dable,PERSON
Sunticoppa,GPE
Tilak Raj Behar,DIR
Beeraiah,PERSON
Nagaraju,ORG
Avik Sah,DIR
Ahela,GPE
Guruhar Sahai,GPE
Mahanand Dairy,ORG
Penamalur,GPE
K Selvaraj,PERSON
Neeraj Kundan,PERSON
Rayate,PERSON
Kadthal village,GPE
Natha Bhatu,PERSON
Gondpipri,GPE
Rampur Kalan,GPE
Balu,PERSON
APFPEDA,ORG
Mahapura Mode,GPE
Hadoti,GPE
Maya,PERSON
PIlibhit,GPE
Sanjay Sathe,PERSON
Chautala village,GPE
YSR Yantra Seva Padhakam,PERSON
Vijayasai Reddy,PERSON
Rohan Gupta,DIR
Budhanpur Basar,GPE
Gopalsamy,PERSON
Noorpur,GPE
the Zonal Agricultural Research Station,ORG
Eatala Rajender,PERSON
Khalsa Aid India,ORG
Ranastalam,GPE
Nokhra,GPE
the Lok Sabha,ORG
MC,ORG
Vasco,GPE
Tokyo,GPE
Melauli,GPE
Dharur,GPE
Latehar,GPE
Kaliravan village,GPE
S R Satishchandra,PERSON
Vokkaliga,GPE
T Narasipura,ORG
Bharat Singh,POL
Suresh Venkatachalam,PERSON
Girinath,PERSON
Sunil Birare,PERSON
the Khadki Cantonment Board,ORG
Alvares,PERSON
Kumananchavadi,GPE
Khark Poonia,GPE
Dinesh Rajbhar,PERSON
Nav,PERSON
Nanjundapuram Pirivu,GPE
Pongalur,GPE
the National Disaster Relief Fund,ORG
Manoj Mukund Naravane,PERSON
Katedan,GPE
the Cauvery Water Disputes Tribunal,ORG
Narendra Saboo,DIR
Navalgaon,GPE
Digambar Kamat,POL
Rayagada,GPE
Manohar Lal Khattar’s,POL
Kesineni Nani,PERSON
Rasathi,PERSON
Chamandeep Kaur,PERSON
Shahanshahpur,GPE
Kisan Sangharsa Samanvay Samiti,ORG
NAFED,ORG
Panambur,GPE
Shamil,GPE
Muzafarpur,GPE
Kisan Manch’s,ORG
Hitesh,PERSON
Dinesh Oliver Ponraj,PERSON
Shirlalu,GPE
SSS,ORG
Rupalon,GPE
the Centre for Intangible Heritage Studies,ORG
Tendulkar,PERSON
PMC,ORG
Amitav Ghosh,DIR
the Local Vegetable Seed Production Programme,ORG
Nageshwar Rao,PERSON
Raj Babbar,POL
Kaleshwaram Lift Irrigaiton Project,ORG
Ours,GPE
Nitin Ingale,PERSON
Sarmoli,GPE
Kutch,GPE
Shanta Kumar,POL
Amanda Cerny,PERSON
Devesh Patel,PERSON
Mekalachinnampalli village,GPE
Ashok Chandna,POL
Bandi Sanjay Kumar,PERSON
Mabbuchintapalli,GPE
Secunderabad,GPE
Radha Kushwaha,PERSON
Sristi Aggarwal,PERSON
Sillod taluka,GPE
Sirmaur,GPE
Ayub Khan,POL
Vidya More,PERSON
Ravindra Rai,PERSON
Japan Singh,PERSON
Suripalayam,GPE
A Murali Mohan,PERSON
Tanda,GPE
M Sathyamurthi,PERSON
Kashi,GPE
the United Nations,ORG
Civil Court,ORG
Rajeshwar,POL
WtP,ORG
Khandu Bodke,PERSON
Malabar Meat,ORG
Jasdev Sekhon,PERSON
State Energy Conservation Mission,ORG
the Student Welfare Association Group,ORG
Udailal Anajana,PERSON
Kondapaka mandal,GPE
the Women Development Corporation,ORG
Vellakovil,GPE
Kateliya,PERSON
Vibhor Mohan,PERSON
M G Ramachandran’s,PERSON
Avinash Chandra Maurya,PERSON
Mother Teresa,PERSON
Tirumala,GPE
Sikander Shah,PERSON
North Karnataka,GPE
Coventry,GPE
Bhanudas,PERSON
Safdarjung Hospital,ORG
Ramesh Lingudkar,PERSON
Atul Kumar Srivastava,DIR
Gurveer Singh,PERSON
Mundhe,PERSON
Thullur,GPE
the national human rights commission,ORG
Vadodara,GPE
Latambarcem,GPE
Jagadish Shettar,POL
Thanitchayam,GPE
Balsamand,GPE
Palla,GPE
Kishun Kumar Das,PERSON
The Integrated Tribal Development Agency,ORG
College of Agriculture,ORG
Khandeparkar,PERSON
Savita,PERSON
Anil Deshmukh,PERSON
MANSA,GPE
RBI,ORG
Mansa,PERSON
Kundgol,GPE
Bengaluru,GPE
Chalode,GPE
M Rajendran,PERSON
Susi emu,ORG
Vasantha Kumar,POL
Mittapally Raju,PERSON
Indian Agriculture Research Institute,ORG
Inter-Services Intelligence,ORG
U Ravichandran,PERSON
Hirikati,GPE
London,GPE
Vishal Desai,PERSON
Vijay Sardessai,PERSON
Karmarariya,PERSON
Bapchaya,GPE
Panjabrao Deshmukh Interest Concession Scheme,ORG
the Pradesh Congress Committee,ORG
Deependra,PERSON
The Milk Consumer Association,ORG
Butibori,GPE
Fazli,GPE
Bhoosredd,PERSON
Soolamangalam,GPE
Pete Davidson,PERSON
Pineapple Traders Association,ORG
GUMLA,GPE
Vidarbha Kisan Majdoor Congress,ORG
BKU Haryana’s,GPE
Dappar,GPE
Chhapar,GPE
Farmer Producer Group,ORG
BALRAMPUR,GPE
the Railway Board,ORG
CMAPP,ORG
Aaskandra,GPE
Sunil Raigar,PERSON
Pakora,GPE
Valvade,GPE
BKU Ekta Sidhupur,GPE
Vikram Singh,POL
Shubham Garg,PERSON
Moti Mahal,PERSON
Shahjajanpur,GPE
Kopamandvi,GPE
Sandeep Sawarkar,PERSON
Jaigaon,GPE
Khader,PERSON
Ramaswamy,PERSON
Oraon,PERSON
HS Doreswamy,PERSON
the SKM UP,ORG
Ajay Tyagi,DIR
Simon Porte Jacquemus,PERSON
Sanjay Singh,POL
Shameem Akther,PERSON
Meena Kudmethe,PERSON
Polytechnic,ORG
Gudi Padwa,PERSON
Uttara Kannada,GPE
Channarayapatna taluk,GPE
Vasundhara Jan Rasoi,ORG
Badayun,GPE
M S Kumar,PERSON
Rinku,PERSON
Gandipet,GPE
Jhalawarre,GPE
Pathak,PERSON
Anand Sing Kotval,PERSON
Vishnukanth Chatpalli,PERSON
NABARD,ORG
Jayanti Pandit,PERSON
Ranchi,GPE
Govandi,ORG
Brinder Dhillon,PERSON
Anirudh Tiwari,DIR
VGCPC,ORG
Paramparagat Krishi Vikas Yojana,ORG
Modikurthi village,GPE
Kawant,GPE
Barmer,GPE
Harwinder Singh Khera,PERSON
Manoj Thakor,PERSON
Jitender Singh,POL
Gopi,PERSON
Idupulapati Sitaramaiah,PERSON
Western Avenue Residents’ Welfare Association,ORG
Karthik Krishnamurthy,DIR
Karkauli village,GPE
RAICHUR,GPE
Chawla,PERSON
Nayabas village,GPE
Dokarpur village,GPE
B S Yediyurappa,PERSON
Prem Kumar,POL
Gautam,PERSON
Bihar School Examination Board,ORG
Silicon India,ORG
Vithal Dudhatra,PERSON
Joida,GPE
D Sammaiah,PERSON
Kumily,GPE
The Banaras Hindu University,ORG
Hitech City,GPE
Salman Khan's,PERSON
Tirthahalli,GPE
The Congress party,ORG
Arun Sahoo,PERSON
Zakariyapura village,GPE
Bibikulam,GPE
Rewari,GPE
Kotgul,GPE
Hansot,GPE
U Sasikala,PERSON
Andbojhi village,GPE
Damavav,GPE
Valerie Vaz,PERSON
KAU,GPE
Lachhapur,GPE
Gurleen Chawla,PERSON
Justin Trudeau,PERSON
S Babu,PERSON
Prakash Zamrala,PERSON
the Deen Dayal Suraksha Bima Yojana,ORG
the GB Pant University,ORG
Bhushan,PERSON
Tikri,PERSON
Lothpur,GPE
Krishi Udaan,ORG
Raghunandan Rao,PERSON
Ahmedabad/Rajkot,GPE
Thanthai Periyar Dravidar Kazhagam,ORG
Akbar Basha,PERSON
Santnagar,GPE
Gobichettipalayam taluk,GPE
DMIC,ORG
Agrovision,ORG
KUNDLI,GPE
Lokur,PERSON
AIMPLB,ORG
Laur,GPE
M N Rajendra Kumar,PERSON
Mundh,GPE
RPCAU,ORG
Shaheed Kartar Singh Sarabha Youth Organisation,ORG
Dharhara,GPE
Bachhu Kadu,PERSON
Sanjeev Kumar,POL
The National Task Force,ORG
Lalu Yadav,PERSON
Vikram Singla,PERSON
P Uma Maheswari,DIR
Ashish Bijwal,PERSON
Panchpfula Asole,PERSON
Diamond City,GPE
Handesra village,GPE
custome,PERSON
Central Bureau of Investigation,ORG
Zandel Singh,PERSON
Francis D’souza,PERSON
the Indian Parliament’s,ORG
Sanjib Banerjee,PERSON
the Hindraj Agro Industries Farmer Producer Company,ORG
Bettiah,GPE
Sanjok Singh,PERSON
Wardha GRP,ORG
Mekalagattu,GPE
RTI,ORG
Bhagwat Prasad,DIR
Badrinarayan Sapate,GPE
Radhakrishna,POL
Barani Khalsa,GPE
De,GPE
Poolavari,GPE
Anandiben Patel,POL
Ramalingapuram,GPE
Satish Patil,DIR
Pavittar,PERSON
Vandamemedu,GPE
Atul Rai Mar,PERSON
Diljit Dosanj,PERSON
Sunil George Kodamulli,PERSON
Rajesh Gajera,PERSON
Karthikeyan,DIR
Gokhale,PERSON
Selvan,PERSON
Kandela,GPE
AMC,ORG
K D Yadav,PERSON
Kali,GPE
Slu,PERSON
Tushar Nawle,PERSON
VK Soni,PERSON
Makhan Sing,DIR
Ajay Maken,POL
K N Balagopal,PERSON
Porvorim,GPE
Narinder Singh Kang,PERSON
Malviya Nagar,GPE
Duggirala,GPE
Shiv Kumar Kalkaji,PERSON
G K Nagaraj,PERSON
Pedabayalu,GPE
K Krishnaraj Hegde,PERSON
the Kamalapur PS,ORG
Gurjar,PERSON
Meghwal,PERSON
Nemra,GPE
Junagadh,GPE
GAKUVED,ORG
Bhat,PERSON
A J Bhambhani,PERSON
Maharashtra State Electricity Distribution Company Limited,ORG
Yogesh Pratap Singh,PERSON
G B Pant Social Science Institute,ORG
RS,ORG
Krishnarayapuram,GPE
Lakhnaur Sahib,GPE
Ellankuntha,GPE
Athanurpatty,GPE
Giridhar,DIR
Farm Services and The,ORG
Bailahongal,GPE
Dara Mallikharjuna Rao,PERSON
Shalom Saiyyad,PERSON
Paithan,GPE
Keeladi,GPE
GCA,ORG
Dindigul,GPE
Jakhmatha,GPE
Velingkar,PERSON
Mohan Lal,POL
Santosh Pawar,POL
Puthur,GPE
LDC,ORG
Agasaim,GPE
Mahesh Kothiram Popatkar,PERSON
the Agriculture Insurance Company of India,ORG
Kelvad,GPE
UT,ORG
Senthilkumar Ramamoorthy,PERSON
Mandrem,GPE
Vallam,GPE
Raini,GPE
G Haragopal,PERSON
"Fruit, Vegetable and Flower Growers Association’s",ORG
Walusha De Sousa,PERSON
02054 Jan Shatabdi Express,ORG
Saboli,GPE
Maliya-Miyana,GPE
Vad,GPE
Girgaon village,GPE
Madurai,GPE
PIMPRI CHINCHWAD,GPE
Analai,GPE
Akshaya,ORG
Ladakh,GPE
Umrapada,GPE
Rajput Jaitan,GPE
BSc-II,ORG
Sarabjit,PERSON
Yogesh Agrawal,DIR
the University of Farmington,ORG
the Communist party of India,ORG
Chetan Singh,PERSON
Raiyavan village,GPE
Ajeet Singh,POL
the Maharashtra Industrial Development Corporati,ORG
Kancheepuram,GPE
Harpal Singh Mundal,PERSON
Rasipalayam,GPE
Asifabad,GPE
Gupteshwar Pandey,PERSON
Francis Kalathunkal,PERSON
Bahawadi Shyam Singh,PERSON
Ganesan,DIR
Abhishek Banerjee,POL
G Muthyalu,PERSON
Boora,PERSON
the Krishi Sichai Yojana,ORG
Saurabh Bharadwaj,PERSON
Pimpri Chinchwad:,GPE
Kodhare da Dalia,GPE
Kuldeep Singh Dhaliwal,PERSON
Jattpura,GPE
Govardhangiri village,GPE
Dongrim,GPE
Kharak Poonia,GPE
Raja,GPE
National Atmospheric Research Laboratory,ORG
SeMT,ORG
Chaupal,PERSON
Anirudh Sangwan,PERSON
Sunil Vaigankar,PERSON
Kamal Heer,PERSON
Sangu,PERSON
Abhijeet Singh,PERSON
Rahul Kumar,DIR
S Sathamma,PERSON
Kumarikala village,GPE
Manpreet Kaur,DIR
Satyanarayana Murthy,PERSON
Orathanadu,GPE
Nevil Alfonso,PERSON
Dumka,GPE
Central University of Punjab,ORG
Veenavanka,GPE
Bomma Yellaiah,PERSON
Manga,PERSON
Lehal,GPE
Nana Patole,PERSON
Rajulu,PERSON
Deolali Camp,GPE
R S Puram,GPE
Nafed,ORG
Unjha APMC,ORG
Ch Narayana Reddy,PERSON
Balour Singh Chhana,PERSON
Ghanshyam Patel,DIR
Netizens,ORG
Dilip Deore,PERSON
Pradeep Paliwal,PERSON
Naseem Khan,PERSON
DGPS,ORG
Hingmire,PERSON
Paigude,PERSON
GOI,ORG
Jeyanthi Muthuraman,PERSON
Uttarkahand,GPE
Killikulam,GPE
Sharmishtha Valavalkar,PERSON
Bhanwar Singh Bhati,PERSON
Rajor,GPE
Nayudu,PERSON
Jajal village,GPE
TKG Neelamegam,PERSON
Rajgad,GPE
Sangwan,PERSON
Keel Bhavani Pasana Pathukappu Iyakkam,ORG
Kallikota,GPE
Kartar Singh,POL
Swati Kulkarni,PERSON
Ramesh Chand,POL
Chaksu,GPE
Jawahar Murzedi,GPE
Abhijit Bangar,PERSON
@Steam,ORG
Raj Yadav,PERSON
Thiruppananthal,GPE
the Uttarakhand Kisan Sabha,ORG
Deepak Ghule,PERSON
Shantinagar,GPE
Sidharth Kuncalienker,PERSON
Sharad Pawar APMC,ORG
Ganpat Sangle,PERSON
Centre of Indian Trade Unions,ORG
SHRC,ORG
Mohan Kumawat,PERSON
the Food Corporation of India’s,ORG
Biden,PERSON
Mahajan,PERSON
Dumera Majhra,GPE
S,PERSON
Satvir Poonia,PERSON
Hindupur,GPE
Shanshad Ansari,PERSON
UDHAGAMANDALAM,GPE
Sahjada,PERSON
Majhara,GPE
Wazir Singh,POL
R Nallathambi,PERSON
Nilesh Rane,PERSON
Shaona,PERSON
Guja,PERSON
Piprakothi,GPE
Oyamari,GPE
Nilam,PERSON
Khajuraho,GPE
Narayanasami Naidu,PERSON
Vegetable and Fruit Promotion Council,ORG
The cane development department,ORG
Shrinivas Bhar,PERSON
Rajbir Mor,PERSON
Gokul,ORG
Prasanna,DIR
Vijayanand Sharma,PERSON
Chhani,GPE
M Jagadeesh,PERSON
Bhagwat Shendge,PERSON
Subhash Bhamre,PERSON
YSR Rythu Bharosa,PERSON
IGC,ORG
the Samyukt Kisan Morcha,ORG
Parveen Kamboj’s,PERSON
Ganesh Kumar,POL
Hannu,PERSON
Delhi Sikh Gurdwara Management Committee,ORG
Jasmine Shah,PERSON
JALANDAR,GPE
the Centre for Monitoring Indian Economy,ORG
Kuldeep Pandey,PERSON
Kalyan RTO,ORG
Ram Swarup,PERSON
Kankasi village,GPE
CCF,ORG
P Karu,PERSON
CM,ORG
Hathidah,GPE
Atiq Ahmed,POL
Gangakhed Sugar and Energy Pvt Ltd,ORG
Kelapur,GPE
Tehsil,GPE
Sunil Gulia,PERSON
Kaduthuruthy,GPE
Nikhil Divse,PERSON
Mustafaganj village,GPE
GUWAHATI,GPE
Ramavarappadu,GPE
Kiccha,GPE
Border Security,ORG
The Krishi Vigyan Kendra,ORG
Hind Kisan Majdoor Simit,ORG
Rameshwar J,POL
Nuzvid,GPE
Parapatti,GPE
Rajanna-Sircilla,GPE
Kothakota Mandal,GPE
Jonnalagadda,GPE
Dhananjay Patil,PERSON
Mahesh Palawat,PERSON
New Amritsar,GPE
Dediapada,GPE
Satnam Kamboj,PERSON
BAREILLY,ORG
Kadoon,GPE
Samana,GPE
Bijnor/Pilibhit,GPE
Sudhir Singh,DIR
Nash,ORG
Pradhan Mantri Phasal Bima Yojana,ORG
Payal,GPE
Dahir afrah Mohamed,PERSON
Mayawati,POL
Dosanjh,PERSON
Babasaheb Ambedkar Hospital,ORG
Krishnan Venugopal,PERSON
Govt,ORG
Gajendra Singh Shekhawat,PERSON
Jaisa Organics,ORG
Kheda Satlana,GPE
Santosh Arsod,PERSON
Thennamanadu,GPE
the Agriculture Produce Market Committee’s,ORG
Anandpur Bindpur,GPE
Muthumari,PERSON
Mauli Jagran,GPE
Khuldabad,GPE
Pradhan Mantri Kisan Samman Nidhi,ORG
Oommen Chandy,POL
Ramdeora,GPE
Pravin Bhalala,PERSON
", R Santhanakrishnan",PERSON
Saminathan,PERSON
Nilesh Yelnare,PERSON
DINDIGUL,GPE
Jehangirabad,GPE
KM Chaitanya’s,PERSON
Sikh Youth of Punjab,ORG
Kanagaraj,PERSON
Bundelkhand,GPE
R K Zala,PERSON
the Group of Ministers,ORG
Prahlada Singh Bharukhera,PERSON
All-India Kisan Sangathan,ORG
Thiagarajan,DIR
Bharatiya Kisan Union 's,ORG
Detroit,GPE
JALANDHAR,GPE
Jaswant Singh,POL
Tirath Singh,PERSON
the Discipline of Earth Sciences of IIT-Gandhinagar,ORG
Ayilai Sivasuriyan,PERSON
Kranthi Kiran,DIR
the National Democratic Alliance,ORG
Mirapur village,GPE
V K Ramasamy,PERSON
Uddhav Thackeray,PERSON
BENGALURU,GPE
Central Citrus Research Institute,ORG
Bhavani,GPE
Sankheda taluka,GPE
Kambada Devatti,GPE
Morinda,GPE
KSFPD,ORG
Nature Agrotech,ORG
Kisan morcha,ORG
Nihangs,PERSON
Ravidas,PERSON
Harsimrat ji,PERSON
Binod Singh,POL
Bhavad,GPE
Murari Lal Meena,PERSON
Sugar Cane Growers Association,ORG
Botre,PERSON
Iraq,GPE
Sunil Chavan,PERSON
tnn,ORG
Virur,GPE
Shergill,PERSON
Balbir Singh Rajewala,PERSON
Marysville,GPE
ICAL,ORG
Shivanand Jha,PERSON
Samarthas Farmer Market,ORG
Uttar Pradesh Women Commission,ORG
Transport,ORG
Srinivasan Krishnan,PERSON
Abdul Raes,PERSON
the horticulture department,ORG
DFSC,ORG
Nalattinputhur,PERSON
", Gursahab Singh",PERSON
Sampigehalli,GPE
Laxmi Singh,PERSON
Karunanidhi,DIR
Hindutva,ORG
Mohan Lamb,PERSON
Thoppur,GPE
NAINITAL,GPE
Gadhvi,PERSON
Kirubakaran,PERSON
JP Bharwad,PERSON
the Panvel APMC,ORG
Ichak Green Agro Producers Centre,ORG
Simrawari village,GPE
Akshay Kauthale,PERSON
PG,ORG
Mohammed Akhef,PERSON
Sant Ravidas Nagar,GPE
Homeland Security,ORG
Kankipadu,GPE
Edappadi K Palaniswamy,PERSON
C P Joshi,POL
MSRTC,ORG
Pradesh Kissan Morcha,ORG
Muthalamada,GPE
Baldev Singh Sran,PERSON
Nandigama,GPE
Amaresh Baghel,PERSON
Raju Adagale,PERSON
BICHOLIM,GPE
Ankush Sagwan,PERSON
Ramkrishna ‘ Sudin ’ Dhavalikar,PERSON
Dipankar Datta,DIR
Rajkot city,GPE
Vizag,GPE
Hariya Kumar’s,PERSON
JD,ORG
Pitambar Tore,PERSON
KK Vyas,PERSON
IVRI,ORG
Indrajeet Verma,PERSON
Periyar-Vaigai Irrigation Ayacut Farmers Associations,ORG
ATMA,ORG
KS Kanagaraj,PERSON
B Lingappa,PERSON
Raitha Samparka Kendras,ORG
Niphad,GPE
the Asian Development Research Institute,ORG
R Kanakaraj,PERSON
PC Tiwari,PERSON
Raj Qureshi,PERSON
Nadhori village,GPE
Ravindra Kumar,POL
Sarbhan village,GPE
the Upper House,ORG
Hingalgunge,GPE
Lohawat,GPE
TKM,ORG
Bina,GPE
Ajmani,PERSON
Poonam,POL
Kandela village,GPE
Pirla,ORG
Ravi Boratkar,PERSON
Kedarnath,GPE
Dilip Paranjape,PERSON
Bamroli Katara,GPE
Communist Party Marxist,ORG
Uchana,GPE
Acharya N G Ranga Agriculture University,ORG
M S Jawalkar,PERSON
ITD ITD-Cementation,ORG
Vijapura,GPE
William Konda Thanda,GPE
Mahindra Finance,ORG
gove,ORG
Sachin O Khairnar,PERSON
Bahraich,GPE
the National Research Center for Banana (,ORG
Sihore,GPE
Soyam Babu Rao,PERSON
Telangana State Agricultu,ORG
Kemri SHO,ORG
Dushyant Chautala,POL
Selja,PERSON
Kodali Nani,PERSON
Avinash Paswan,PERSON
Kedia,PERSON
Maharashtra Council,ORG
Madurai Kamaraj University,ORG
Rajasthan Olive Cultivation Ltd,ORG
Kurunkulam,GPE
the market committee,ORG
Meghalaya,GPE
Candolim,GPE
The Datta Meghe Ayurvidnyan University,ORG
Puneet Karnawat,PERSON
Dhannur,GPE
Chhattisgarh,GPE
Bhawargarh,GPE
Cheryl Apartments,ORG
Kulbir,PERSON
K Chandraiah,PERSON
Radhamohanpur Vivekananda High School,ORG
Kumher,GPE
Kumyamorod,GPE
Sonba Bandurkar’s,PERSON
Jatiwal village,GPE
Acharya Devvrat,PERSON
Rangra,GPE
the Goa Bagayatdar,GPE
Satana taluka,GPE
N G Man,PERSON
Uttarakhand Kisan Morcha,ORG
Visveswari,PERSON
IFFCO Tokyo Insurance,ORG
Santosh Dhawale,PERSON
R Bhaskar,PERSON
SIRSA,GPE
Gargi Boora,PERSON
JH Sarvaiya,PERSON
Bommanampalayam,GPE
Nanganur,GPE
Baviya,PERSON
Sulabha Khodke,PERSON
Rees-Mogg,PERSON
Srikakulam,GPE
Sedla,GPE
", Professor Chaman Lal",PERSON
Banshidhar,GPE
Kesineni Srinivas,PERSON
Gandhipuram,GPE
Khammam,GPE
Shana Vankiya,GPE
Daun Kalan,GPE
Dhillon,PERSON
Digvijaya Singh,POL
Norway,GPE
Vazhapadi,GPE
Nath,ORG
Joost Geijer,PERSON
Uss Utpadhak Sangarsh Samiti,ORG
Guntur Government General Hospital,ORG
Janardhan Prasad,PERSON
the Pradhan Mantriji,PERSON
Jawalagiri,GPE
Krantisinha Nana Patil,PERSON
Gannon Dunkerley & Company Limited,ORG
B.C.,ORG
Cochin,GPE
K Kavita,PERSON
Samrudhhi,PERSON
Ippasi,GPE
Nityanand Rao,POL
Vivek Agarwal,DIR
Navkiran Kaur Natt,PERSON
Pilli Mallaiah,PERSON
International Maize and Wheat Improvement Centre,ORG
DSO,ORG
Tillu Kumar,PERSON
Majinder Singh,POL
the Coimbatore Corporation Contractors Welfare Association,ORG
R S Chauhan,PERSON
Akbarpur Kotwali,GPE
Daltonganj,GPE
Prashant Bhushan,DIR
the Samyukta Shetkari Kamgar Morcha,ORG
AN Mittal,PERSON
ALLAHABAD,GPE
Kaithal,GPE
Jat ka Bera,GPE
Kathiramangalam,GPE
K C Tyagi,POL
