Entity,Type
Kundli-Singhu/Sonipat,GPE
Ramesh Babu,PERSON
Soutik Banerjee,PERSON
House,ORG
Manikonda Municipality,GPE
Nachimuthu,PERSON
Laltu,PERSON
Fatehwadi,GPE
Indian Red Cross,ORG
CRISIL Research,ORG
Saurashtra,GPE
Hari Babu,PERSON
Bhub,ORG
Nankana Sahib,GPE
Devi,PERSON
Gangeshwar Dutt Sharma,PERSON
PCCF,ORG
Bhattacharjee,PERSON
Praveen P Nair,PERSON
Vemula Prashanth Reddy,PERSON
Randeep Surjewala,PERSON
Sarbhan village,GPE
the Zonal Agricultural Research Station,ORG
Unjha APMC,ORG
The Kolhapur Municipal Corporation,ORG
CLEARED SKHER,PERSON
K Jeevanantham,PERSON
Chakurkar,PERSON
Hilsa,GPE
Kamlesh Bhatt,PERSON
Dave,PERSON
Kamal Singh Yadav,PERSON
Morh,ORG
Karam Chand,PERSON
Russ,PERSON
Sivakasi,PERSON
Sud,PERSON
APSDPS,ORG
Yogaraj Bhat 's,PERSON
Himalayan Arc,ORG
Forest department,ORG
Narendra Pawar,PERSON
Philippines,GPE
South India,GPE
Gurmeet Singh Chadauni,PERSON
Pradeepsinh Jadeja,PERSON
Yacharam,GPE
Sunil Kumar Singh,PERSON
Radadiya,ORG
SHG,ORG
Environment Pollution (Prevention and Control) Authority,ORG
WWF,ORG
Alyahedi,GPE
P C Thomas,PERSON
Mohanlalganj,GPE
Shamanur village,GPE
Rajendra Bhosale,PERSON
the Goa institute of public administration and rural development,ORG
the Communist Party of India,ORG
Nawab Singh,PERSON
Shramesh Bhosle,PERSON
V S Kalisamy,PERSON
Spices Board,ORG
K T Vemananda,PERSON
Relief and Rehabilitation,ORG
Smart Ci,ORG
Rajinder Benipal,PERSON
Rajinder Singh Deep Singh Wala,PERSON
Madathukulam,GPE
Vasant,PERSON
Paramji,PERSON
Congress Jharkhand,ORG
Nagwa Jairam,GPE
Ukalana,GPE
Chautala Senior,PERSON
N Uma Maheshwari,PERSON
Khar,GPE
Dattaprasad Nade,PERSON
Chamkaur Sahib Gurdwara,GPE
Ganga Ram,PERSON
khaps,ORG
Nizamabad district,GPE
K Babu Rao,PERSON
@Steam,ORG
Kinnaur,GPE
Bihar Agricultural University,ORG
SHD,ORG
Bharat Khanna,PERSON
Bengal Yuva Morcha,ORG
Swami Samarth Farmers Producers Co Ltd,ORG
Prayagraj Development Authority,ORG
Pranav Patil,PERSON
the department of information and publicity,ORG
Chitradurga,GPE
BKU Azad Singh Palwan,PERSON
Maneri,GPE
Dotasra,PERSON
Shivapura,GPE
DMRC,ORG
Eral,GPE
MMK,ORG
Josekutty V M Vettiyankal,PERSON
Hari Shankar,PERSON
THRISSUR,GPE
Naalaiya Theerpu,PERSON
Rajendra Jadhav,PERSON
Devsi Bandhiya,PERSON
Sandaraju Sudhakar,PERSON
Tej Kaur,PERSON
S Palanisamy,PERSON
Gafur,PERSON
Sunny Saxena,PERSON
Carapur,GPE
T Jayaprakash Reddy,PERSON
Jennifer Doudna,PERSON
Sports Authority of Goa,ORG
PHC,ORG
S Karmegam,PERSON
Nippani,GPE
R J Gohil,PERSON
Rak,PERSON
Komati Jayaram,PERSON
Penchalaiah,PERSON
Mahasabha,GPE
Sudhanshu Dhulia,PERSON
Nalanda University,ORG
the Central Board of Secondary Education,ORG
Barmer,PERSON
the Sola Government Medical College,ORG
ch,PERSON
Kamalesh,PERSON
Nizampet,GPE
Rameshwarpally,GPE
Vivasayigal Sangam,PERSON
LJP,ORG
Hinganghat,GPE
Airtel,ORG
Chikhli,GPE
the Society for Elimination of Rural Poverty,ORG
Shamshad Ansari,PERSON
Shah,PERSON
Pai village,GPE
Hi-Tec City,GPE
VGCPC,ORG
Nanora,GPE
ICAL,ORG
Deogarh,GPE
Nellanad,GPE
the Sohna Municipal Council,ORG
V C Farm,ORG
Rajeshwar Reddy,PERSON
Manish,PERSON
Pratik,PERSON
Krishna River Water Management Board’s,ORG
Naveen Kh,PERSON
Esanaipatti,GPE
Kurunthampatttu,GPE
Thapar University,ORG
TOI contac,ORG
the Ashok Dalwai Committee on DFI,ORG
Lopon,GPE
Suresh Patidar,PERSON
SSS,ORG
Savitri Devi,PERSON
Kaspate,PERSON
Mangalore Urban Development Authority,ORG
DPCs,ORG
Sahur,GPE
The Special Investigation Team,ORG
Mahendra Bahadur Singh,PERSON
Shambhu Prasad,PERSON
P Anbuselvam,PERSON
Brazil,GPE
Mahendra Deshmukh,PERSON
Ananthagiri village,GPE
Chilkana,GPE
G Sethuraman,PERSON
Gaurav Jaiswal,PERSON
Maa Umiya,PERSON
Satyajit Tambe,PERSON
DMs,ORG
Pooja Hegde,PERSON
The Nashik Transporters’ Association,ORG
Jaimala,PERSON
the Rajya Sabha,ORG
the Coimbatore Medical College Hospital,ORG
Rajender,PERSON
Deepaja SM,PERSON
Guddi,PERSON
MV Madhusudhan,PERSON
Rupesh Patil,PERSON
Erode district,GPE
V Veerasenan,PERSON
Akshay Kauthale,PERSON
Golanukonda,GPE
Anil Bhinda,PERSON
Vilas Shinde,PERSON
D S Rawat,PERSON
the National Crime Records Bureau,ORG
DCP,ORG
Dudhkohale,PERSON
Sanjay Mishrimal Punumiya,PERSON
Mahagatbandhan,PERSON
Nana Barman,GPE
Girish Mahajan,PERSON
DBSKKV,ORG
RSRTC,ORG
Hanuman Prasad,PERSON
Shanta Bai,PERSON
Oakland,GPE
the JMC-Greater,ORG
The Supreme Court’s,ORG
DUSSS,ORG
Poulomi Estates Private Limited,ORG
Kaliravan village,GPE
Fatehpur Sabhachand,GPE
Greta Thunberg,PERSON
Navagam,GPE
Kavitha Kuruganti,PERSON
Kumod Kumar,PERSON
Kambada Devatti,GPE
Randhawa,PERSON
Geetharani,PERSON
Thiruvanaikoil,GPE
Rajesh Dangi,PERSON
Vasco,ORG
Girish Palve,PERSON
Wayanad-,GPE
Waghagad,GPE
Kundapura,GPE
YSRC,ORG
TNCC,ORG
United Spirits,ORG
Balluru village,GPE
WHO,ORG
Medha Patkar,PERSON
IVRI,ORG
Merkupathi village,GPE
K Karthikeyan,PERSON
Banshi Kushwaha,PERSON
Bodi mettu,GPE
Bhartiya Kisan Sangh,ORG
Ajay Malik,PERSON
Lasalgaon,GPE
Rawat village,GPE
Phool Chandra Acharya,PERSON
Daurala,GPE
Avaniyapuram,GPE
Hidyatullah Mir,PERSON
Takarma village,GPE
The Northern Railway,ORG
Hasanur,GPE
Subramanian,PERSON
SLTC,ORG
Captain,PERSON
Viramgam,GPE
Indrajeet Verma,PERSON
Anand Ahuja,PERSON
Sarvaiya,PERSON
The cane development department,ORG
Barmer,ORG
Nasiriganj,GPE
Markfed,ORG
Sidhupur,GPE
A P Solanki,PERSON
SINDRI,GPE
Jagriti Vihar,GPE
Tiruvaur,GPE
Jayanti Patel,PERSON
Vithhalnagar,GPE
Sahebrao Karpe,PERSON
T Narasipura,ORG
Patrakar Bhavan,GPE
Shri Niwas,PERSON
S Tamizhnesan,PERSON
Balkar Singh Sandhu,PERSON
Arvind Chouhan,PERSON
Rakesh Kumar,PERSON
Sahebrao,PERSON
Babu Mann,PERSON
D Gokulnath,PERSON
Jamtara,GPE
miller,ORG
Shiv Pratap Singh,PERSON
Rampal Singh,PERSON
Gutte,PERSON
Jaunpur,GPE
#Madrasis4Punjabis,ORG
the National Highways Authority of,ORG
Oraon,PERSON
Jayanti Pandit,PERSON
the Youth Congress,ORG
Aulakh,PERSON
Harsimrat,PERSON
Gurtej Singh Dhillon,PERSON
Yogendra,PERSON
Sanjay alias Sanjaytori Talaviya,PERSON
Ramvir Singh Bidhuri,PERSON
Shahpura,GPE
Sushmita Shirke,PERSON
Seemapuri,GPE
Andhra Pr,GPE
Kishore Reddy,PERSON
Leeds,GPE
Mohan Bhandari,PERSON
CPI(ML,ORG
Gurbax Singh,PERSON
Ramangamdi village,GPE
MHA,ORG
Sahivara,GPE
Hindustan,GPE
Pandori village,GPE
Thevakkal,GPE
Gaondongrem,GPE
Naswadi,GPE
Thomas,PERSON
Chithehra,GPE
Pravin Rao,PERSON
M Mahantheshappa,PERSON
K Narsimhulu,PERSON
GSHCL,ORG
Lingampalli,GPE
Perni Venkataramaiah,PERSON
Wyawahare,PERSON
Dwarka,GPE
Gandipet,GPE
Bir,PERSON
Jagraon,GPE
Panjkosi,GPE
Yellamma,PERSON
Bhartiya Kishan Mazdoor Sangh,ORG
the South Goa Planning and Development Authority,ORG
Uday Gaware,PERSON
Mahendra,PERSON
Karthigai Pattam,GPE
Ajay Chaudhary,PERSON
Gopakumar Cholayil,PERSON
Deeg,GPE
Ganesh Hande,PERSON
The Samyukta Kisan Morcha’s,ORG
Kaka Singh,PERSON
BP Sharma,PERSON
Ninder Bacho Sangarsh Samiti,ORG
K Selvaraj,PERSON
M Purushotham Kottary,PERSON
Noor Mahal,GPE
Anurag Thakur,PERSON
Mandanna,PERSON
P S Masilamani,PERSON
Bijnor,GPE
Barad,GPE
Venkayamma,PERSON
K Rajendran,PERSON
The Municipal Corporation of Gurgaon,ORG
Records of Rights,ORG
Lad,PERSON
Bhadrak,GPE
Sara Javed Chawla,PERSON
Jasbir Singh Garhi,PERSON
Raj Ahmad,PERSON
Rajendra Janjal,PERSON
Belu village,GPE
Kisan Sangram Samiti,ORG
Bir Devinder Singh,PERSON
PMKSNY,ORG
Delhi Pradesh Congress Committee,ORG
Narmada,GPE
Kadva,GPE
Initiators of Change Organisation,ORG
AJMER,GPE
Swamimalai S Vimalnathan,PERSON
Ravindra Birajdar,PERSON
Tamilselvan,PERSON
Captain,ORG
TJS,ORG
Urban Retreat,ORG
Pal Ambaliya,PERSON
Ummenthala Mutha Reddy,PERSON
Mahatma Gandhi,PERSON
Jayram Dherange,PERSON
Shiva,PERSON
Tirkey,PERSON
Gurmel Singh,PERSON
Shrinate,PERSON
Shaikir Baig,PERSON
S Malaisamy,PERSON
Nilgiris Mission,ORG
West Bromwich,GPE
the sugarcane administration’s,ORG
B Dharuman,PERSON
Vimalanathan,PERSON
Shilsingh Nehra,PERSON
Lovekush Rana,PERSON
Mission Kakatiya,ORG
Bhoomi Dan,GPE
Gahygaon,GPE
Kavlekar,PERSON
FADA,ORG
Vidarbha Hospitals Association,ORG
Rajajipuram,GPE
Vipul Raiyani,PERSON
GURGAON/NOIDA,GPE
Butibori,GPE
Lakhpat,GPE
the Bharatiya Tribal Party,ORG
Diya Kumari,PERSON
Mulawadi,GPE
Halol,GPE
Om Prakash Reddy,PERSON
Gopalapuram,GPE
the Kovai Flower Traders Association,ORG
C Martin,PERSON
Ramji Lal Suman,PERSON
Haryana Pashudhan Board,ORG
Vishal Desai,PERSON
The cane department’s,ORG
CHC,ORG
Rajiv Jain,PERSON
Chipko,PERSON
Tetriyal village,GPE
TSRTC,ORG
Kowdeed village,GPE
Oraon,ORG
Ponnala Lakshmaiah,PERSON
Ramgarh Bhundar,GPE
Dipak Kumar,PERSON
Jay Kisan,ORG
Kumar Chaudhary,PERSON
Afroz Shaikh,PERSON
S Gubendiran,PERSON
Vijay Kumar Singh,PERSON
Energy Efficiency Services Ltd,ORG
Datta Nalawade,PERSON
Aravindan Selvaraj,PERSON
the National Research Centre for Banana,ORG
Priyatosh Paigude,PERSON
Dnyaneshwar Rakshe,PERSON
Bhuwaneshwar Mehta,PERSON
Pachpeda,GPE
Harsul,GPE
Ratan Kadam,PERSON
Kabisthalam,GPE
HAVERI,GPE
CAG,ORG
OP Mishra,PERSON
S N Desai,PERSON
SP-RLD,ORG
Kaliyapuram,GPE
Pundalik Raiker,PERSON
Jairaj Mala,PERSON
the University of Farmington,ORG
Delhi Traffic Police,ORG
Powayan,GPE
Ujhainia Rampura,GPE
Thorat,PERSON
Mohammad Idris,PERSON
G Muthyalu,PERSON
Mandola,GPE
Baddem,GPE
Gangdaspur village,GPE
Bhutan,GPE
R Bhubesh Kumar,PERSON
Savli,GPE
Central,ORG
Kullewal,GPE
Professor Jayashankar Telangana State Agriculture University,ORG
Satnam Singh Pannu,PERSON
Sameli,GPE
Mannanchanallur,GPE
Pandanad,GPE
Bhagwantnagar,GPE
Lakhwinder Singh Waryamnangal,PERSON
Shyam Diwan,PERSON
Raghvendra Singh Chauhan,PERSON
Hyderadbad Metrol Rail Limited,ORG
Mapusa Farmers Association,ORG
Durgesh Upadhyay,PERSON
B Kondal Reddy,PERSON
the Dialogue and Development Commission of Delhi,ORG
Nanded,GPE
Vellerukkupalayam village,GPE
M Kodanda Reddy,PERSON
College of Arts and Sciences,ORG
Rameshbabu,PERSON
Mathai,PERSON
Kundrakudi,GPE
AICC,ORG
UPPCB,ORG
Viramji Thakore,PERSON
Khoda Vaghashiya,PERSON
Okkarai,GPE
Nafees,PERSON
Siddique,PERSON
Anandapuram,GPE
Subhash Palekar,PERSON
Shanthi Social Services,ORG
Dhavali,GPE
Kundu,PERSON
Avinash Chandra Maury,PERSON
Bhiknoor Town,GPE
Shyam Sundar Sharma,PERSON
Valencia College,ORG
K Vijayababu,PERSON
Colin Gonsalves,PERSON
the Central Arid Zone Research Institute,ORG
Ramjilal Suman,PERSON
Achalpur,GPE
Gurwinder Singh,PERSON
Kundewadi,GPE
Mitraniketan KVK,ORG
the Man Made Textile Research Association,ORG
Vijay Inder Singla,PERSON
Maant,GPE
Bharat Khamar,PERSON
the National Investigations Agency,ORG
Santosh Dahiya,PERSON
Srinivas Annapalli,PERSON
Natha Singh,PERSON
NH9,ORG
E Sanjeeva Reddy,PERSON
BENGALURU,GPE
Mohinder Singh,PERSON
Dhwanit Rajput,PERSON
Gadhvi,PERSON
"Shrikrishna Shastri,30",PERSON
Ranjeet Vaghela,PERSON
the Dal Khalsa,ORG
South Delhi Municipal Corporation,GPE
Markook village,GPE
Mamata,PERSON
Murhu,GPE
Chichli,GPE
Ganapathipalayam village,GPE
Vishal Patel,PERSON
Punaichak,GPE
Khirasara village,GPE
Naveen D’Souza,PERSON
Tammineni Veerabhadram,PERSON
Mota Agariya,GPE
Pirla,ORG
Vijay Vishnu,PERSON
Kovanur,GPE
Kateliya,PERSON
Bighaat,ORG
Jaspal Singh Landran,PERSON
Perinaickenpalayam,GPE
Padda,PERSON
Gurmakh,PERSON
Ramnagar Mandi,GPE
Athur,GPE
The Tamil Nadu Sugarcane Farmers Association,ORG
Padashekharam,GPE
Haritha Keralam Mission,ORG
Ecowrap,ORG
Rajasthan Himmat Singh,PERSON
Uzhavar Uzhaippali Katchi,ORG
Tarn Taran,GPE
Khandwa,GPE
Juhu,GPE
Tejashwi Prasad Yadav,PERSON
the National High Speed Rail Corporation Ltd,ORG
Tara Singh,PERSON
Central Avian Research Institute,ORG
Mahapanchayat,ORG
Inderjit Singh,PERSON
Raj Kumar Verka,PERSON
Brahmapuram,GPE
Sanjay R Bhoosreddy,PERSON
Gudi Padwa,PERSON
Mormugao,GPE
Akhil Bharatiya Vidyarthi Parishad,ORG
Phero Chichi,GPE
Malad,GPE
Gajraula,GPE
Golden Temple Mail,ORG
M Karunanidhi,PERSON
Sajid Ali,PERSON
Etawah Brijesh Kumar Singh,PERSON
the eco-development committee,ORG
Manerikar,PERSON
Paramjit Singh Kahlon,PERSON
Shoorveer Singh,PERSON
Amit Shahji,PERSON
Cumbum mettu,GPE
Advoi,GPE
Mann Singh Patel,PERSON
Nedar Dharmarajan,PERSON
Mavji Vachhani,PERSON
AKS,ORG
Kunti Devi,PERSON
Meera,PERSON
Wadebolhai,GPE
AIKCC,ORG
Chintamani Perni,PERSON
Mohan Salape,PERSON
Tulshudas Chodankar,PERSON
Kusiara,GPE
Thavusayammal,PERSON
Devendra Fadnavis,PERSON
R Praveen,PERSON
Assam,GPE
this Hon’ble Court,ORG
Sidpara,PERSON
the High Powered Committee on Agriculture,ORG
Virur,GPE
F2C,ORG
IFFCO,ORG
Siddharth Varadarajan,PERSON
Rajiv Satav,PERSON
Shri Ramchandra Mission,ORG
Naujheel,GPE
Nashik,PERSON
Abhay,PERSON
Hyderabad,GPE
R Raja,PERSON
Karikalan village,GPE
Neyyar,GPE
Devesh Chatur,PERSON
Kanwal Tanuj,PERSON
G R Chintala,PERSON
Indian Railways,ORG
KRISHNAGIRI,GPE
TRICHY,GPE
Nadir Patel,PERSON
Abi Emu,ORG
sangh,ORG
CISCE,ORG
EDC,ORG
Capt,PERSON
P Jayamma,PERSON
Praveen Bansal,PERSON
Kesh Kumari,PERSON
CPI (M,ORG
Raghunathpally,GPE
Nashik Range,GPE
Lakha Singh,PERSON
Bheem Odedara,PERSON
G Ranjit Kumar,PERSON
Papanadu,GPE
Sunkara,PERSON
Muradnagar,GPE
Vishwanath,PERSON
Shanti Dhariwal,PERSON
Bablu,PERSON
Ezhikkara,GPE
Thati Ravi,PERSON
BKC,ORG
Sarabjit,PERSON
Shaukat,PERSON
T P Ramakrishnan,PERSON
Mohammad Qasim,PERSON
BKU (Charuni,ORG
Mangadu,GPE
Harshad Prabhudesai,PERSON
Kullampalayam,GPE
Mallavva,PERSON
Rishikesh-Shmata VD Katra-Rishikesh Express,ORG
CIAF,ORG
UDD,ORG
Hameernada village,GPE
Harsimran,PERSON
Govindhan,PERSON
V K Ramasamy,PERSON
Lingapur,GPE
Manji Sahib,GPE
Nihangs,PERSON
the ministry of state government,ORG
Narayanasami Naidu,PERSON
Mendarda,GPE
UN Mehta Institute of Cardiology and Research Centre,ORG
Indira Ga,PERSON
Padeli,GPE
Dahisar,GPE
Akola,GPE
Tadpatri,GPE
Anu Sura,PERSON
BRS Nagar,GPE
ROORKEE,GPE
Chandrapur,GPE
Amroz Singh,PERSON
Chokhada village,GPE
Tapu Majri,GPE
Praveen Reddy,PERSON
the Shanta Kumar Committee,ORG
John Desa,PERSON
Luni,GPE
Ramphal Kandela,PERSON
the Ekata Parishad,ORG
Gujari,GPE
Lal Chand Kataria,PERSON
Phulwaria,GPE
Gonda,GPE
Madhira Town,GPE
Thiruvaiyaru,GPE
Ramvilas Gurjar,PERSON
Vasavi Fertilizers,ORG
ministry of home affairs,ORG
Vanumu Rajkumar,PERSON
Salgini,GPE
Ramdas Karande,PERSON
B Lingappa,PERSON
Ramganjmandi,GPE
Kempanna,PERSON
Manikandaraja,PERSON
DC,ORG
Modi ji,PERSON
Ambaji,GPE
Abhyatmangala,GPE
Siraj Hussain,PERSON
Radha Krishna,PERSON
Sheila Dikshit,PERSON
Dhankawadi,GPE
Megha Kanwar,PERSON
P Wilson,PERSON
Rashid Khan,PERSON
Kakivai,GPE
Joladarasi,GPE
Sanjivani Prayawaran Samajik Sanstha,ORG
Palladam,GPE
Y Chandrachud,PERSON
Shimlapuri,GPE
kawa khazan,GPE
APMCs,ORG
Mariappan,PERSON
All Goa Civil Contractors ’ Welfare Association,ORG
Luvkush Nagar,PERSON
Kurnool,GPE
DMCH,ORG
Jadoun,PERSON
Govardhangiri village,GPE
Sankarankoil,GPE
Gharasana tehsil,GPE
National Cooperative Consumers’ Federation of India Limited,ORG
Cane,GPE
Rakesh Ranjan,PERSON
Patan,GPE
Singur,GPE
Tughlaq,PERSON
Stanford Research Institute,ORG
Dushyant Gautam,PERSON
Ramesh Meena,PERSON
Malviya Nagar,GPE
GFP,ORG
TNERC,ORG
Rajolibanda,ORG
Kurukshetra Yamunanagar,GPE
KD Yadav,PERSON
Tamilaga Makkal Nallatchi Kootamaippu,ORG
CM,PERSON
Dinkar,PERSON
Chhagan Bhujbal,PERSON
Nishant Yadav,PERSON
Chaudi,GPE
Sonu Vartia,PERSON
LG,ORG
Houses,ORG
Arulvadi,GPE
Narendra Wadhavane,PERSON
Hrishikesh Patankar,PERSON
Anjanadri Hills,GPE
John Rebello,PERSON
Guja,PERSON
Izzatnagar,GPE
GSUDA,ORG
Yadadri-Bhuvanagiri,GPE
Yavatmal GMCH,GPE
Kamal Kishore,PERSON
Sanghera village,GPE
GIHED-CREDAI,ORG
Miryalguda,GPE
Shahroz Anwar,PERSON
M Padma Devender Reddy,PERSON
Panbhosi,GPE
Jhagadia,GPE
the Reliance Group,ORG
Pedaparimi,GPE
Poachampally,GPE
Harvinder Singh,PERSON
The National Board of Wildlife,ORG
Dilbag,PERSON
SBCC,ORG
Kundli,GPE
Kadegaon,GPE
SINGUR,GPE
Sanjok Singh,PERSON
J P Dalal,PERSON
Maharshinagar,GPE
Sudhir Pangul,PERSON
Darbar Sahib,GPE
The Congress party,ORG
Jalbera village,GPE
Sunjwan village,GPE
Groundwater Survey and Development Agency,ORG
SC Mishra,PERSON
Meen,PERSON
G S Bedi,PERSON
Mahindra Park,GPE
Lopol village,GPE
Steam,ORG
PJTS agricultural university,ORG
Ashokenagar,GPE
National Disaster Relief Force,ORG
BKU-Rajewal,ORG
Maya Bisht,PERSON
SOTTO,ORG
Pugalur,GPE
Palla Rajeshwar Reddy,PERSON
Niphad,GPE
Sahu,PERSON
Punjabrao Deshmukh Krishi Vidyapeeth,ORG
Bhutari,PERSON
Gyaneshwar Bharsakre,PERSON
Gavicherla,GPE
Rizwan,PERSON
Bodhra,PERSON
Dhupguri,GPE
Vishal Devgirikar,PERSON
MPT,ORG
Hussain Khan,PERSON
Ravindra Sakharam Tagunde,PERSON
Karthik Narale,PERSON
Yatri,GPE
MOGA,GPE
Haryana,GPE
K Sarjan Rao,PERSON
Kumaun University,ORG
Jasbir Singh Mamumajra,PERSON
Satabdi Roy,PERSON
Sardhana,GPE
Jana Sena,ORG
Sayla Taluka,GPE
Reasonable Enterprises Pvt Ltd,ORG
Kundalwadi,GPE
RFO Chiwande,PERSON
Jagat Singh,PERSON
Balour Singh Chhana,PERSON
Nathnagar,GPE
Sarandon,PERSON
S-NPP,ORG
Sushant Singh Rajput,PERSON
Jasbir Singh Kaler,PERSON
Karthikeya,PERSON
Hemant Bhai Goyal,PERSON
T K G Neelamegam,PERSON
AHMEDABAD,GPE
Punjabiat,ORG
Kailash Chaudhary,PERSON
Moinabad,GPE
the Pune Municipal Corporation,ORG
e-Peek Pahani,ORG
Yashpal Singh,PERSON
XeN,ORG
Sanyukt Kisan Sangharsh Samiti,ORG
Gurjeet Aujla,PERSON
Jai Singh,PERSON
Jathikoundapatti,GPE
the BKU Haryana,ORG
Kuldeep Kumar,PERSON
R Mutharasan,PERSON
Indergarh,GPE
Chaubeypur Krishna Mohan Rai,PERSON
Tushar Bhandari,PERSON
KIA,ORG
FCI,ORG
Bhandari,PERSON
Kuzhur,GPE
Jagtap,PERSON
BPCC,ORG
Sunil Rohta,PERSON
Wagah,GPE
Vishant Kadam,PERSON
Devesh Giri,PERSON
Ellanabad,GPE
Raja Lakhman Kanjariya,PERSON
Mayo,ORG
Baanskheda village,GPE
Uthaiah,PERSON
Govind Garh,GPE
Akhilesh,PERSON
Swatantra Dev,PERSON
Sarpamitra Nisarga Samvardhan Bahuuddeshiya Sanstha,ORG
Amarinder,ORG
NG Ranga Agriculture University,ORG
Arnia,GPE
Sahib Ram,PERSON
Deori,GPE
S Praveen Kumar,PERSON
Balaram,PERSON
Piplani,GPE
Deepak Shah,PERSON
"Manila ,",GPE
Moolangudi,GPE
J Jayalalithaa,PERSON
Chinnagoundampatty,GPE
Goradaka,GPE
Ajit Nawale,PERSON
N K Sharma’s,PERSON
Rythu Bandhu,ORG
Abdullah,PERSON
GPCB,ORG
Mukesh Meshram,PERSON
Malkeet Singh,PERSON
the National Highways and Infrastructure Development Corporation Ltd,ORG
the Cauvery Neeravari Nigam Ltd,ORG
Bibiwala village,GPE
Te,PERSON
Ballia,GPE
Kumaresan,PERSON
Mohali-Chandigarh,GPE
Salasar,GPE
the Tamil Nadu Agricultural University,ORG
Gurjeet Singh,PERSON
Borivli,GPE
Jassie Gift,PERSON
Kokri,PERSON
Ajith Kumar,PERSON
Ashok Dhawale,PERSON
Pradhyuman Patel,PERSON
Tarna Singh,PERSON
Jitendra Veerdade Patil,PERSON
Naveen Patnaik,PERSON
Bhaumik Gandhi,PERSON
Sikandar Pal,PERSON
The Tamil Nadu Agricultural University,ORG
Mahesh Manjrekar,PERSON
Prerana Katte,PERSON
Jaswinder Singh Sangha,PERSON
Samvad,GPE
Jogaram Sen,PERSON
Tukum village,GPE
Thanesar Sadar,GPE
Sahil alias Doga,PERSON
Bhaskar A Sawant,PERSON
Maharashtra State Road Development Corporation,ORG
Anumita Roy Chowdhury,PERSON
Ajay Mishra Teni,PERSON
Kemri,GPE
the Samyunkt Kisan Morcha,ORG
Santosh Kumar Singh,PERSON
the Inland Waterways Authority of India,ORG
Railapur,GPE
Satbir Singh Dardi,PERSON
APSA,ORG
the State Biotechnology Coordination Committee,ORG
Jawaharlal Nehru Technological University,ORG
Kalisamy,PERSON
Mukesh Dangi,PERSON
V K Janjua,PERSON
Arshpreet Sahni,PERSON
Solidaridad,ORG
G Nammalvar,PERSON
Hoshiyar Singh Gill,PERSON
Marathwada Labour Union,ORG
Birsa,PERSON
Kottavadi,GPE
Sharad Chandak,PERSON
PSC,ORG
Galla Jayadev’s,PERSON
Amdi Phata,GPE
Pazhaverkadu,GPE
Karond,GPE
Shivkumar Sharma,PERSON
AMRITSAR,GPE
Bhadradri,GPE
Shambu,GPE
Madhukar Kakra,PERSON
the Rajiv Gandhi Centre for Aquaculture,ORG
Himayathnagar,GPE
Uttrakhand,GPE
Windsor,GPE
Francis Kalathunkal,PERSON
Abdullapurmet,GPE
DMU,ORG
the Discipline of Earth Sciences of IIT-Gandhinagar,ORG
Surajmal Nain,PERSON
Ch Shivaiah,PERSON
Kanke,GPE
Sama,GPE
Ch Chalamaiah,PERSON
K Vijayakarthikeyan,PERSON
Manish Bhardwaj,PERSON
Ambarsar,GPE
Finance,ORG
Azad Kisan Union,ORG
Ashwani Sharma,PERSON
Padmashree Tasgaonkar,PERSON
Vinchur,GPE
Pachamalai,GPE
Saini,PERSON
Umesh Singh,PERSON
Prabjeet Singh,PERSON
Ganga Devi Rafique Khan,PERSON
Kacha Arhtiyas Association,ORG
Hyderabad Cab Drivers Association,ORG
Kaloda village,GPE
Pragati Gokhale,PERSON
—Omer bin Taher,PERSON
Aba Bagul,PERSON
Raghav Biradar,PERSON
Velguem,GPE
Huduguru,GPE
Sahakar Global Ltd-JV,ORG
Jaito,GPE
Parli,GPE
the Telangana EAMCET ’s,ORG
ANM Thirupathi,PERSON
Jabbir,PERSON
Bhalerao,ORG
Ashish Mishra’s,PERSON
Gadhad,GPE
Jasvinder,PERSON
Thipe,PERSON
The Samajwadi Party,ORG
Raes Ansari,PERSON
Baytoo,GPE
Gaunshgarh village,GPE
Burgula,GPE
Chaudhary Ajit Singh,PERSON
Sidhana,PERSON
Raman Kashyapji,PERSON
Pazhavaru Ayakattar Association,ORG
Govid Singh Dotasra,PERSON
Mitra,PERSON
Nisarg,PERSON
Gordhan Mer,PERSON
Amar Kumar Bauri,PERSON
Triveniganj,GPE
Gudwale,GPE
Kharak Poonia,GPE
Braj kshetra,GPE
NGO Hemkunt Foundation,ORG
Charpali,GPE
Jambhe,GPE
Paschim Express,ORG
Dharamvir Singh,PERSON
Rajula Shanthy,PERSON
Vidholi,GPE
Bojya Thanda,GPE
Dharani,PERSON
Sonawane,PERSON
The Calcutta HC,ORG
Sadhugram,GPE
Patil Constructions’,ORG
Oppn,ORG
Damodar Shenvi,PERSON
Mullankadu,GPE
Perumanallur,GPE
the Sarvajatiya Khap,ORG
Ramnarayan Meena,PERSON
Thiruvananthapuram,GPE
CBN,ORG
Darshan Singh Shivalil,PERSON
Kakkaji,PERSON
Abhva,GPE
Mamta Devi,PERSON
THIRUVANANTHAPURAM,ORG
Rajesh Tope,PERSON
Khandekar,PERSON
J R Ani,PERSON
Kirni Bhoopani,PERSON
Panvel,GPE
Ghosh,PERSON
Kobana,GPE
SS Bhishma,PERSON
Jawaja,GPE
forest department,ORG
Baba Farid Nagar,GPE
